국가,기관,발행일,제목,원문,링크,수집일
일본,디지털청,2026-01-13,제2차 첨단 AI활용 자문위원회｜디지털 에이전시,The 2nd Advanced AI Utilization Advisory Board｜Digital Agency,https://www.digital.go.jp/en/councils/ai-advisory-board/eb376409-664f-4f47-8bc9-cc95447908e4,2026-02-04
일본,디지털청,2025-12-02,"정부 AI 프로젝트 ""Gennai""에 사용하기 위한 PLAMo 번역 출시 | 디지털 에이전시","Launch of PLaMo Translate for Use in the Government AI Project ""Gennai""｜Digital Agency",https://www.digital.go.jp/en/news/b27d1af7-c231-4ab3-ad78-fc5408d44504,2026-02-04
일본,디지털청,2025-05-27,공공행정의 진화와 혁신을 위한 일본 정부의 생성적 AI 조달 및 활용 가이드라인 초안에 대한 퍼블릭 코멘트 발표 │디지털 에이전시,Results of Public Comments on the draft for “The Guideline for Japanese Governments’ Procurements and Utilizations of Generative AI for the sake of Evolution and Innovation of Public Administration” released ｜Digital Agency,https://www.digital.go.jp/en/news/9b31bcd6-3a28-42fc-bbfd-582f40e4da0e,2026-02-04
일본,METI (경제산업성),2023-09-22,생성적 AI 기반모델 개발을 위한 예비조사 착수,Preliminary Survey for the Development of Generative AI Foundation Model to be Commenced,https://www.meti.go.jp/english/press/2023/0922_004.html,2026-02-04
일본,METI (경제산업성),2021-07-09,AI 원칙 구현을 위한 거버넌스 지침,Governance Guidelines for Implementation of AI Principles,https://www.meti.go.jp/shingikai/mono_info_service/ai_shakai_jisso/pdf/20210709_9.pdf,2026-02-04
일본,METI (경제산업성),2024-12-25,기업용 AI 가이드라인 Ver1.01,AI Guidelines for Business Ver1.01,https://www.meti.go.jp/shingikai/mono_info_service/ai_shakai_jisso/pdf/20241226_1.pdf,2026-02-04
영국,DSIT,2023-02-07,"과학, 혁신 및 기술부","Department for Science, Innovation and Technology",https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,2026-02-04
영국,DSIT,2023-04-28,우리의 거버넌스,Our governance,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology/about/our-governance,2026-02-04
영국,DSIT,2025-11-10,"과학, 혁신 및 기술부","Department for Science, Innovation and Technology",https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology?utm_content=EP/zh-CN/search/wordpress/page/6,2026-02-04
영국,DBT,2023-02-07,비즈니스 무역학과,Department for Business and Trade,https://www.gov.uk/government/organisations/department-for-business-and-trade,2026-02-04
영국,DBT,2023-04-05,불만사항 처리 절차,Complaints procedure,https://www.gov.uk/government/organisations/department-for-business-and-trade/about/complaints-procedure,2026-02-04
네덜란드,EZK,2026-01-20,네덜란드 AI의 글로벌 기회 강화,Strengthening global opportunities for Dutch AI,https://www.government.nl/documents/reports/2026/01/20/strengthening-global-opportunities-for-dutch-ai,2026-02-04
네덜란드,EZK,2025-09-04,AI법 가이드,AI Act Guide,https://www.government.nl/documents/publications/2025/09/04/ai-act-guide,2026-02-04
네덜란드,EZK,2025-03-19,ICT,ICT,https://www.government.nl/topics/ict,2026-02-04
스웨덴,Ministry of Finance,2017-10-29,디지털 정책,Digital policy,https://www.government.se/government-policy/digital-policy/,2026-02-04
스웨덴,Ministry of Finance,2015-06-02,스웨덴의 ICT와 에너지 효율성,ICT and energy efficiency in Sweden,https://www.government.se/contentassets/f496d0e0cc864e8fa57b22ea247a829e/report-ict-and-energy-efficiency-in-sweden,2026-02-04
스웨덴,Ministry of Finance,2024-12-16,역대 최대 규모의 연구 및 혁신 법안에서 우수한 연구 및 혁신이 장려됩니다.,Excellent research and innovation are encouraged in largest-ever research and innovation bill,https://www.government.se/press-releases/2024/12/excellent-research-and-innovation-are-encouraged-in-largest-ever-research-and-innovation-bill/,2026-02-04
핀란드,LVM,2026-01-29,정부는 EU 디지털 규제를 단순화하려는 위원회의 목표를 지지합니다.,Government supports Commission’s objective to simplify EU digital regulation,https://lvm.fi/en/-/government-supports-commission-s-objective-to-simplify-eu-digital-regulation,2026-02-04
핀란드,LVM,2023-03-29,정보 및 보안,Information and security,https://lvm.fi/en/information-en,2026-02-04
핀란드,LVM,2025-09-26,"란 장관, G20 각료회의에 참석한 최초의 핀란드 장관",Minister Ranne to be the first Finnish minister ever to attend G20 ministerial meeting,https://lvm.fi/en/-/minister-ranne-to-be-the-first-finnish-minister-ever-to-attend-g20-ministerial-meeting,2026-02-04
핀란드,MEE,2025-08-01,2025년 8월 2일부터 EU 인공지능법 적용,Application of EU Artificial Intelligence Act to begin on 2 August 2025,https://tem.fi/en/-/application-of-eu-artificial-intelligence-act-to-begin-on-2-august-2025,2026-02-04
핀란드,MEE,2019-03-14,보고서: 핀란드를 인공지능 시대의 선도 국가로 만들다,Report: Turning Finland into a leading country in the age of artificial intelligence,https://tem.fi/en/-/raportti-suomi-ponnistaa-tekoalyajan-karkimaaksi,2026-02-04
핀란드,MEE,2024-11-13,EU AI 위원회 및 하위 그룹,EU AI Board and its sub-groups,https://tem.fi/en/eu-ai-board-and-its-sub-groups,2026-02-04
스위스,OFCOM,2025-09-06,세계 국가 및 지역의 인공지능 규제 분석,Analysis of artificial intelligence regulation in countries and regions around the world,https://www.bakom.admin.ch/dam/en/sd-web/3DmSVH-UgRCm/analyse_laender.pdf,2026-02-04
스위스,OFCOM,2024-03-11,스위스의 디지털 거버넌스 및 인공 지능을 위한 Plateforme Tripartite,The Plateforme Tripartite for digital governance and artificial intelligence in Switzerland,https://www.bakom.admin.ch/en/the-plateforme-tripartite-for-digital-governance-and-artificial-intelligence-in-switzerland,2026-02-04
스위스,OFCOM,2025-06-25,"스위스, 2027년 인공지능 글로벌 정상회의 개최",Switzerland to host a global summit on artificial intelligence in 2027,https://www.bakom.admin.ch/en/newnsb/qewY8BHWPhcMQEYV12fkr,2026-02-04
덴마크,Digitaliseringsstyrelsen,2023-11-03,새로운 기술,New Technologies,https://en.digst.dk/digital-governance/new-technologies/,2026-02-04
덴마크,Digitaliseringsstyrelsen,2019-03-03,인공지능을 위한 국가 전략,National Strategy for Artificial Intelligence,https://en.digst.dk/media/lz0fxbt4/305755_gb_version_final-a.pdf,2026-02-04
덴마크,Digitaliseringsstyrelsen,2025-08-18,깨끗한 AI 대륙을 위한 더 나은 데이터센터 솔루션,A better datacenter solution for a clean AI Continent,https://en.digst.dk/media/g52n2rlr/1620edora_eurowind_digital-europe_final.pdf,2026-02-04
노르웨이,KDD,2025-02-11,"노르웨이, 지속 가능한 AI를 위한 국제 연합에 합류",Norway joins international coalition for sustainable AI,https://www.regjeringen.no/en/whats-new/norway-joins-international-coalition-for-sustainable-ai/id3087149/,2026-02-04
노르웨이,KDD,2024-06-11,전문가 그룹 – AI와 선거,Expert group – AI and elections,https://www.regjeringen.no/en/dep/kdd/organisation/styrer-rad-og-utvalg/expert-group-ai-and-elections/id3044410/,2026-02-04
노르웨이,KDD,2024-09-04,오슬로 최첨단 AI 세미나에서 국무총리 개회사,Opening address by the Prime Minister at the Cutting Edge AI seminar in Oslo,https://www.regjeringen.no/no/aktuelt/opening-address-bye-the-prime-minister-at-the-cutting-edge-ai-seminar-at-the-university-of-oslo/id3052991/,2026-02-04
이스라엘,IIA,2026-01-27,블로그,Blog,https://innovationisrael.org.il/en/importWinner/516963816,2026-02-04
이스라엘,IIA,2026-01-29,고용주 설문 조사에 따르면 AI는 하이테크에 깊이 내장되어 있지만 고용에 미치는 영향은 제한적입니다.,"Employer Survey Finds AI Deeply Embedded in High-tech, While Employment Impact Remains Limited",https://innovationisrael.org.il/en/press_release/employers-survey-report-2026/,2026-02-04
이스라엘,IIA,2026-01-20,워크숍: 새로운 EIC 프로그램 신청 방법,Workshop: How to apply for the new EIC program,https://innovationisrael.org.il/iserd/event/workshop-how-to-apply-for-the-new-eic-program-advanced-innovation-challenges/,2026-02-04
캐나다,ISED,2026-01-09,"캐나다 혁신, 과학 및 경제 개발 |공식 사이트","Innovation, Science and Economic Development Canada | Official site",https://ised-isde.canada.ca/site/ised/en,2026-02-04
캐나다,ISED,2026-02-02,캐나다의 다음 AI 전략에 대한 참여: 의견 요약,Engagements on Canada’s next AI Strategy: Summary of inputs,https://ised-isde.canada.ca/site/ised/en/public-consultations/engagements-canadas-next-ai-strategy-summary-inputs,2026-02-04
캐나다,ISED,2026-01-19,인공지능과 지적재산권,Artificial intelligence and intellectual property,https://ised-isde.canada.ca/site/canadian-intellectual-property-office/en/artificial-intelligence-and-ip,2026-02-04
프랑스,Bercy,2024-06-17,"Trésor-Economics No. 341(2024년 4월), ""인공지능의 경제적 의미""","Trésor-Economics No. 341 (April 2024), ""The Economic Implications of Artificial Intelligence""",https://www.tresor.economie.gouv.fr/Articles/c29a855c-027b-44fa-b813-0cfce7679376/files/ed9240ac-7a91-42c2-b35e-d99c78d3f258,2026-02-04
프랑스,Bercy,2024-04-02,인공 지능의 경제적 영향,The Economic Implications of Artificial Intelligence,https://www.tresor.economie.gouv.fr/Articles/2024/04/02/the-economic-implications-of-artificial-intelligence,2026-02-04
프랑스,Bercy,2024-12-05,인공 지능 가치 사슬: 프랑스의 경제적 이해관계와 역할은 무엇입니까?,The Artificial Intelligence Value Chain: What Economic Stakes and Role for France?,https://www.tresor.economie.gouv.fr/Articles/2024/12/05/the-artificial-intelligence-value-chain-what-economic-stakes-and-role-for-france,2026-02-04
호주,DISR,2026-01-22,AI와 내부 커뮤니케이션,AI and Internal Communication,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-and-internal-communication,2026-02-04
호주,DISR,2026-01-22,AI PowerEd: 학교 서밋의 책임 있는 AI,AI PowerEd: Responsible AI in Schools Summit,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-powered-responsible-ai-schools-summit,2026-02-04
호주,DISR,2026-01-31,GovAI Summit 2026: AI 활용,GovAI Summit 2026: AI in Action,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/govai-summit-2026-ai-action,2026-02-04
대만,moda,2025-12-08,"MODA, 정부의 디지털 복원력 강화를 위해 정부 기관의 AI 적용에 초점을 맞춘 2025년 국가 정보 관리자 공동 컨퍼런스 개최|보도 자료","MODA Hosts the 2025 National Information Manager Joint Conference, Focusing on the Application of AI in Government Agencies to Enhance the Government’s Digital Resilience｜Press Releases",https://moda.gov.tw/en/press/press-releases/18002,2026-02-04
대만,moda,2026-01-12,"입법원, 3차 독회에서 인공지능 기본법 통과, 대만 AI 혁신 및 보안 거버넌스 기반 마련 |보도 자료","Legislative Yuan Passes Artificial Intelligence Fundamental Act in Third Reading, Laying Foundation for AI Innovation, Security Governance in Taiwan｜Press Releases",https://moda.gov.tw/en/press/press-releases/18316,2026-02-04
대만,moda,2025-11-24,"MODA, 정부 AI 애플리케이션 샌드박스 출시: AI 애플리케이션을 위한 민관 협력을 위한 새로운 생태계 공동 구축|보도 자료",MODA Launches Government AI Application Sandbox: Co-Creating a New Ecosystem for Public-Private Collaboration for AI Applications｜Press Releases,https://moda.gov.tw/en/press/press-releases/17952.html,2026-02-04
UAE,TDRA,2022-11-11,ICT펀드 소개,ICT Fund Introduction,https://tdra.gov.ae/en/ictfund/about/ict-fund-introduction-8ab87eafc9c941d5ac07be0f7b08e184,2026-02-04
UAE,TDRA,2021-12-11,ICT펀드,ICT Fund,https://tdra.gov.ae/en/ictfund,2026-02-04
UAE,TDRA,2023-01-11,자금 지원 프로젝트,Funded Projects,https://tdra.gov.ae/en/ictfund/education/funded-projects,2026-02-04
사우디,MCIT,2026-01-19,"Alswaha, 디지털 인프라와 AI 파트너십 강화를 위해 우주 기술 리더 만나","Alswaha Meets Space Technology Leaders to Strengthen Digital Infrastructure, AI Partnerships",https://www.mcit.gov.sa/en/node/237474,2026-02-04
사우디,MCIT,2025-10-15,"체신부차관, 삼바노바 CEO 면담… AI 투자 활성화 및 국가역량 강화",Vice Minister of Communications Meets with SambaNova CEO to boost AI Investments and Build National Capabilities,https://www.mcit.gov.sa/en/node/196174,2026-02-04
사우디,MCIT,2021-12-20,인공지능 챌린지,Artificial Intelligence Challenge,http://code.mcit.gov.sa/en/challenges/ai,2026-02-04
