국가,기관,발행일,제목,원문,링크,수집일
대만,MOEA,2026-01-28,협상 후 관세가 인상됐다는 거짓 비난. 경제부: 미국이 2025년에 세계와 상호관세 협상 절차를 시작할 것이라는 사실을 잊어버렸습니다.,誣指談判後關稅反上升 經濟部：忘記2025 年美國啟動與全球談判對等關稅過程,https://news.google.com/rss/articles/CBMigAFBVV95cUxNRmRMY1dSOUd5aTlfVVkyQ2ExZWhrOE9xYXBWNXBEVEFrLVl3alZfTnl3a3JxNFlQRC1LbHFDc2NXZEw0OHRDTVppMHl3Z3NPZlZiTFhDemVpY21NemVHeWJCaUFCbDFKWDd4d0xjdW1uWUJndUxaUGFtYU5jM3VqOA?oc=5,2026-02-04
사우디,MCIT,2026-01-24,"알 사와하(Al-Sawaha), 일본 디지털 혁신부 장관과 디지털 정부 및 인공지능 분야 파트너십 확대 논의",السواحه يناقش مع وزير التحول الرقمي في اليابان توسيع الشراكة في الحكومة الرقمية والذكاء الاصطناعي,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBMdmJ0RzdwS0xSYUZSbk1GaVc0UFNNTjlVajlkcVpCZWphbTlFWjFKSEY0ZzFuOGtvanVyRmRtMkNtVnkzUzdsYUJ0a3ZLVzZ0TG45RkZFdFV4X3FrS1lPMw?oc=5,2026-02-04
이스라엘,IIA,2026-01-23,기술 기사 및 리뷰,כתבות וסקירות טכנולוגיות,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5nSW0yN1Y0dnpxUnYxWFRHUC1NYzFRbThqd0kweGlGdDdoQVl3a1B1QTB0cFlhd05wUzA2cG9BOHVKT3BIbF9vb0lsM3JTNUdtcmRzclFsTHBsOGJWYUV5emE0VXBOdw?oc=5,2026-02-04
대만,MOEA,2026-01-23,웹앨범 - 뉴스 및 공지사항,網路相簿- 新聞與公告,https://news.google.com/rss/articles/CBMilwFBVV95cUxNZW9qVmlrOHA4Nng0YmF1QVM0WjBIRnZDV3U2UmJ3dm55VUUwTG9NaUp0b0tXbUUtNDVYWXRNcXg0bnctWnBjWUJyQ0s1RnliUWVpOF82Zmp5NG1lNlBwSmxJclJoQVpzVUg2SVJSODd4Z0pobVNGV3JtaVdmQXZrOXdNcF9HS0wtVUVwQWY5YXpzWjdGNkZ3?oc=5,2026-02-04
싱가포르,MDDI,2026-01-22,"싱가포르, Agentic AI를 위한 새로운 모델 AI 거버넌스 프레임워크 출시",Singapore Launches New Model AI Governance Framework for Agentic AI,https://news.google.com/rss/articles/CBMipgFBVV95cUxQd3c4Vmw0ckwyMkZjaVJsSTFoZE51Q2p4UTJBZTVqeEtERXZncUtISm1UdTZFeUNkVE50OFpuYjB6LXN2eXBXQjZuc1pZZUlYZ3FzZ3dWTlBYY1FsMVM1VzZmVXB4Mm93SERLMW1GVlJJM3JfRVVOY3k2Wk1CU05RQUNnSU82LVhuNDM0bFktenZsRzZtTWhrcVJKbS14NDh4UHJaM05B?oc=5,2026-02-04
싱가포르,MDDI,2026-01-22,SMS Tan Kiat의 개회사 SCS 지속 가능 기술 포럼 2026 방법,Opening Address By SMS Tan Kiat How For SCS Sustainable Tech Forum 2026,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQQy1VMERpZlk0UlIyQUdDY25lMXUwbUJ5RWwyVFJicmF2cHVFdmtTWDhoYXBRaF8tRFV0bi13Q0VlSGxuWEV0OTB3M1JzVU5GVHBRZzExYWloeHhKcFR6YjkybEFuU2ZFVXBYNks4ZVR5ekhiVGhYdFB0NVVKM05BNGVTbEh6SXUzQVJndi1BSE5DY2JTeFY1S1R5eFI5R1B1N0kzTFFtaGo?oc=5,2026-02-04
싱가포르,IMDA,2026-01-22,기술 향상을 통해 AI 혁신을 촉진하는 방법,How Upskilling Talent Powers AI Transformation,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQbXBWUFNESlJlR2plUmQ5SnF3Qk44aF8ydkVzWk9KUWRUZ08tMkxXeEdxMmpjMGV4SHZ4SUtuVnAtYjVBcTFWOE1QRWhUb09LUi13ZU81Yk0yRXNkOGJpN1NveklHUjg0X1UxXzl4aXJJd3VOakVzdmw5NjJheXU2clBUM3ZSQlNpYVI3a2FCbDYzTVlPQ0tFX1VCeGFPYnRuMmZzUWs1cmh0anM?oc=5,2026-02-04
영국,DSIT,2026-01-22,서비스 제공을 지원하는 인공지능(AI),Artificial Intelligence (AI) to support service delivery,https://news.google.com/rss/articles/CBMirgFBVV95cUxNT3pUUU5oY2VMaWxpSlBLYXY5RkU3OHJVZTdwQ1pMQUJlSGdfWUVJSExIanJDbkRkY3pjemVmMkFwNS1OcXJWQ1NHbEw2Rm1SdGtLWUo2UDRtRXBPcjNfT2h0S3B2WlJlWjVtdlc5cUVONXdERC1DVTVQc0tXaTFSYjUyRnl2M0ZrVFJyRTN5d2s4bmk4bzhET05wQWl5S040T24yc1FMb05KcDlZMVE?oc=5,2026-02-04
호주,DISR,2026-01-22,AI와 내부 커뮤니케이션,AI and Internal Communication,https://news.google.com/rss/articles/CBMitgFBVV95cUxNVGZGTVFpSkdBLURubThsdi1EckRFTGRzQzk1SGk0OGg5Z1B5Y2FBeUlianRmeFJRUlJ2TnlKeTN0S0wyZFM0UlBnbVpFS25wQ0wxd3FqMW5CZUsxdkwtak9DU0k2SFdDSkUzdkdLYUVLZFRmY0J0ZmZ2LVJKWEFiLTF4dDZkOXIxWVRXbENjOTE2V3h1QWwzN1hMai00b2NnSlRuS3BtUWlDZDNDS3NvTElkZ25pQQ?oc=5,2026-02-04
호주,DISR,2026-01-22,국가 AI 및 사이버 보안 리더십 서밋 2026,National AI & Cybersecurity Leadership Summit 2026,https://news.google.com/rss/articles/CBMizwFBVV95cUxPSndmZllvRHlEYnNBZFo5WWtwYWstbDZQemJtRHpKQzNia29TNU1mY1NRb1dNRTBfRktidUVKZkVmaFhmZ0lzLTFqdkhtSEs2bkZoN3RjSGNvTF8zM1JsSTdNbEgzYkdsRngwakU5Z0NPT21lSlhBQnR4Y3MwUEF4RTFfSEg0OXZLQUtKOHhoVWdwTnRHWGotcGxGUm5zSmhVcXZNTEUySnpPQWYzR25WOEUzanZkdHVtT25SSklPcklNU1Z0M01lRVd4aEpVNFU?oc=5,2026-02-04
싱가포르,IMDA,2026-01-21,오픈CSG,OpenCSG,https://news.google.com/rss/articles/CBMigwFBVV95cUxPX2FlNWtPTFMwbU94aVlTT1ZTOFJKOXFVWlhHNkcwZ3dvbmdRV0JfMXBkenVQYkMwaERjVG40RFNGYWdCQWJsNm1GbG81eC12TURjR3djNGZKYmpUMmJCLUlXZXYzb0JNLWtHaXBfOE9TY3NyZDBJczJNdkp4d1R4THl1Yw?oc=5,2026-02-04
스위스,WBF,2026-01-20,WEF 개회식 주소,WEF Opening address,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBIUFpOdFBfMzRLbHNtbTRxaWx4OHF3aGY2STBUa2l1ZmxJaTVaUnBDRGVaUWlCamlOWUJEVXhScjEzNGRRZC03MS1FZXNQajlDaXdOX180Q3d0dTdFUmRDZEYwZU9KZjQ?oc=5,2026-02-04
싱가포르,IMDA,2026-01-19,에이전트 AI를 위한 모델 AI 거버넌스 프레임워크,MODEL AI GOVERNANCE FRAMEWORK FOR AGENTIC AI,https://news.google.com/rss/articles/CBMivwFBVV95cUxNSW5sSWhmS2VOSzJGMmJ0aFY1cFNQRV9iMXV5U0Z1NjFxR0xnU0cwMFY4SzgyVGxrR1pLTWlIOG1SdjAzeGhHMDVkNVI5WGJnZUZlOHNDNlVsZVFqQWVZY0VnVkRUYzdoT09OdFdwVmx2WllfcnUtNHM4WFoxLU1kVHJXVVdfV1hpckRtalpVZ1paUmVUQlZVc0laMEFldTExT0d2c3FRRUJCMDd2dXlmZG5CWENNSWNWSkFzYWRoWQ?oc=5,2026-02-04
캐나다,ISED,2026-01-19,인공지능과 지적재산권,Artificial intelligence and intellectual property,https://news.google.com/rss/articles/CBMipwFBVV95cUxQUFNyQ05TR0FDSjZxNzZEYnVCQkRSQVR1WEg3UTYzS3VSOV9SRElBV1hMay1zVWVJODg4MFdrcERhSUZoSERxRE1jS3dWSlB0RUpSSDg3WHYxQTlyUWVzaW5XbjJyMWpJeTNhOXRfcXdlTVZjYi1VdVRZUjFSdmtfcmZkankxRWxZb2ptdFo3YzhsSnczVTEyci13ZWVhNkswZGY3RG1fcw?oc=5,2026-02-04
아일랜드,DETE,2026-01-16,Smyth 장관은 AI가 생성한 비동의 친밀한 이미지에 관한 AI 자문위원회의 조언을 환영합니다.,Minister Smyth welcomes advice from AI Advisory Council regarding AI-generated non-consensual intimate images,https://news.google.com/rss/articles/CBMikgFBVV95cUxOemlWNVlZeGlod0lfZnBGN1VsVGZyT1c4RjUtRklfZDUxeXVxLS1FWjUydTBMaUh1RGZkMHFRXy1haWVnVk5qeWFYbWpCRzZsVGJ6dU56azR4cmowWkJNRUo3NDlMSWdsUmNxRnd4QkR3amF6NGFBWkNINVVLeGJNOW5xMHF5UlRiMlU1YjNxdHUzZw?oc=5,2026-02-04
미국,DOC,2026-01-15,팩트시트: 대만과의 무역 및 투자 협정을 통해 미국 반도체 제조 리더십 회복,Fact Sheet: Restoring American Semiconductor Manufacturing Leadership Through an Agreement on Trade & Investment with Taiwan,https://news.google.com/rss/articles/CBMiugFBVV95cUxNV3ROMWsyTWRPVzQ4MlVBS3Y0a0ptWHhsWHVXMmtsZUpiT3NhMk50VXA5NmVvR2xycTJadXdPNUtEVllNMTh5TkxIa3l4MWxNUldVTXNsX19EV1JPeGhoa3RlWmpvOXFsV05CcUJfWXRBR2FKWmlaUXNGcmN4VFFEMG9aMHUzdktVMjFCb2lZWGp5Y0hBdV9oVV96REdzNkY0TkdIbzNDNDBfdnd0bHY3TkZCVnN4RVVyX2c?oc=5,2026-02-04
캐나다,ISED,2026-01-15,대규모 주권 AI 데이터 센터 활성화,Enabling large-scale sovereign AI data centres,https://news.google.com/rss/articles/CBMikAFBVV95cUxPU3pYWFd0VnpaOUJ0MTZybzUzX0UwdktqaHFoQjgyVlJRRlFuRnFqRDV4QzNRSlhmZUFyY1RHejdsQ0xnd1hXbVpTZ3Nubi1SX3pxZmNua3hVT245ampWQTBJWnlZNUx5enU1UzFoa1VSU19lQWFFUkRBcEFjN2JFc1lUSlNrVmVOcmFmcTk4Q0I?oc=5,2026-02-04
미국,백악관,2026-01-14,"미국으로의 반도체, 반도체 제조 장비 및 파생 제품의 수입 조정","ADJUSTING IMPORTS OF SEMICONDUCTORS, SEMICONDUCTOR MANUFACTURING EQUIPMENT, AND THEIR DERIVATIVE PRODUCTS INTO THE UNITED STATES",https://news.google.com/rss/articles/CBMikAJBVV95cUxPR2wyVTBBOGlZSl9kbG9TdGgyeUFRbEhHcS14dDNfeFZja1RDbkcwaU9ocUU3MDFOWUYyR2hhZHNjSVNra2t0V0VRYk5wSUZKTnFkcnJxa3B2UThOVml6SFNCNkxtSXJBbXlQcF95WHhrZUd5MDdHLVIzblNUa1BVS1FDTnRTRDA2Q1F2UzFmWFM3T29QTXJWaUp5aDBaSm9yWkdEbjhSa25TTjdCXzY4SmpRSTRfSjVXakFMU2tSbHN1WGlTcE02c2hyMlp2RW9VbWlHYl9Ia1FvMUF6UlE3X2xkR2JDa2p1aXRBZkRhTmV3R3ozd244cGtMMUd0RGxEbXNYVjQybFZtZ2xiYW9FZA?oc=5,2026-02-04
싱가포르,MDDI,2026-01-14,1월 14일 NUS AI 및 디지털 혁신 분야 총괄 마스터 출범식에서 MOS Jasmin Lau의 개회 연설,Opening Address by MOS Jasmin Lau at Launch of NUS Executive Master in AI and Digital Transformation on 14 Jan,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQMHNZUmlXdHRFaFR6a0pxNEtCOUZuVTRfb3VpVGRMbW9hYWNVa3RmTHRpZzV0Tk1Jb1lNb3U5eXBqRVRFNi1XZmswTkVZUmp2Smw4bWcyY1ByeVIwRVJ6Y2p3dHA0aV9QakJrQUwxQjJQYi15bU5FVlpqWFdYaFkzcFlGRXFUV0ZteE0wcktreGJUeDFOdkZjYkVtVzBBMUxoMHdybmJjLW1obGpVeEwySGhSMTJCZVVqbXBxRXpBUFJmbW9DQllXaWdVWHBSZFpaRHV0WEJiTTZadDdl?oc=5,2026-02-04
싱가포르,IMDA,2026-01-13,싱가포르의 기술 리더들이 플레이북을 다시 작성하고 AI 시대의 리더십을 재정의하는 방법,How Singapore’s Tech Leaders Are Rewriting The Playbook—And Redefining Leadership In The Age Of AI,https://news.google.com/rss/articles/CBMioAFBVV95cUxPVms3eVhDMHRWTzZfSVo3aDdqWlJmYkFzeENURU12WHU0V1k0a1JOVmFpb1o1VUxlTnprQk1WYWpTM1hjRXBjLTJuVkt0WExFb1JxV0g5bTVYLXFLQ3YzNWNWRVdNUTFyTGx2U2k4VE1CamhHcTA3bzVzQ1U4NTZMSHY3QVlNVjUyNkgxT3NMOXM4eDd2b0hNUEFIQk9XSHpR?oc=5,2026-02-04
일본,디지털청,2026-01-13,제2차 첨단AI 활용 자문위원,第2回先進的AI利活用アドバイザリーボード,https://news.google.com/rss/articles/CBMikwFBVV95cUxNaV9FUHV6QXNRM1ZLRmlyQlJpMGp4SnBPWGIzUnJ1dnhVZ2xhb2pqLXJrQUlCaWR6TkJLOFcxbnl2Mi1PbGJjUU81cE9zY0RORllCMmdKQkhxazJCZ2xXWjlNNllTcDFuWkNYX1dQQWFOZTBabEpWNzhKeW5wNGZSR24wNTl4ay1FaEFOTVV6a3U5VWs?oc=5,2026-02-04
일본,디지털청,2026-01-13,일본 및 기타 국가의 생성 AI 관련 동향,我が国及び諸外国における生成AIに係る動向,https://news.google.com/rss/articles/CBMi_wFBVV95cUxPblNxa2s1cXlxTmtXZEQwN3pTVTNSaktHWXpjdHdzOHBBWjA5MjhfSkxuazF1YmthczlCeGxMbTM5RDV4RHdmRnROTGhXOWFVb2M5b21PdXVUSFpxdXZzUnJVSlFrdDBBSWdfQjlaRHU1VndHUEp0MHFTZGh5LVM5OTVuV3MzX0h2VnFFRDNjRGxydlh6cXRQVUxXQUQ1b0RDc0RjQ1JTOWk4aHI5cFZGeFhXeFBoTXlvVG9xajZKSnQzQk91XzV0RUZwQlNrcXZQN2ZndDVESHhIRU1Qd0swQWltM0ZkZHBRS1lVckZNV1BlaEdTb3M2RnJrZExhaVE?oc=5,2026-02-04
캐나다,ISED,2026-01-12,Horizon Europe 민감한 통화에서 캐나다의 우수성,Canadian Excellence in Horizon Europe Sensitive Calls,https://news.google.com/rss/articles/CBMilgFBVV95cUxQdHljSUtXNU9PVi14WG5jOHRzNmlvWWpOalh4ZDB2SjZEWktTVnFVY2Q3MG85X2tPN0FWOXNzRS1aWmdjenhYajlfNkNOZ2c5T2ZIMUpJOVVuVkxiZTlraGpLejZIaERHa1ZacGJtVzllbTlfak9leUlkdnNNdkpFbmZXU0xNMDBBT0taY3pDTEJpbnBnV3c?oc=5,2026-02-04
캐나다,ISED,2026-01-09,"캐나다 혁신, 과학 및 경제 개발 |공식 사이트","Innovation, Science and Economic Development Canada | Official site",https://news.google.com/rss/articles/CBMiUkFVX3lxTE40bkx5N1lZNWVzamxPa0p4UENlMk5MVFQ4YmN1UURXbVM5RmlHd0Q3QjlVblpBdVc2d3ppRGxPQTNxT1RCd2E3QWVfVFpheGhkZEE?oc=5,2026-02-04
