국가,기관,발행일,제목,원문,링크,수집일
일본,디지털청,2026-01-23,시코쿠 공동 창작 PF 캠프 - 지자체의 AI 사례를 다른 곳에서는 어떻게 활용할 수 있을까?에드.,Co-creation PF Camp in Shikoku-How can local governments' AI cases be used elsewhere? Ed.,https://www.digital.go.jp/en/news/7ebc54d1-2ee0-4fe2-a4c5-d597ca2a926d,2026-02-04
일본,디지털청,2026-01-13,제2차 첨단 AI활용 자문위원회｜디지털 에이전시,The 2nd Advanced AI Utilization Advisory Board｜Digital Agency,https://www.digital.go.jp/en/councils/ai-advisory-board/eb376409-664f-4f47-8bc9-cc95447908e4,2026-02-04
일본,디지털청,2025-12-02,"정부 AI 프로젝트 ""Gennai""에 사용하기 위한 PLAMo 번역 출시 | 디지털 에이전시","Launch of PLaMo Translate for Use in the Government AI Project ""Gennai""｜Digital Agency",https://www.digital.go.jp/en/news/b27d1af7-c231-4ab3-ad78-fc5408d44504,2026-02-04
일본,METI,2024-12-25,기업용 AI 가이드라인 Ver1.01,AI Guidelines for Business Ver1.01,https://www.meti.go.jp/shingikai/mono_info_service/ai_shakai_jisso/pdf/20241226_1.pdf,2026-02-04
일본,METI,2024-06-25,디지털 기술을 활용해 아시아 사회 문제를 해결하는 아시아 DX 기업을 소개합니다(5),Introducing an Asia DX Company that Uses Digital Technology to Solve Social Issues in Asia (5),https://www.meti.go.jp/english/mobile/2024/20240625en.html,2026-02-04
일본,METI,2024-01-19,사업 개시를 위한 AI 지침 초안에 대한 공개 의견 요청,Call for Public Comments on Draft AI Guidelines for Business to Open,https://www.meti.go.jp/english/press/2024/0119_001.html,2026-02-04
영국,DSIT,2025-11-10,"과학, 혁신 및 기술부","Department for Science, Innovation and Technology",https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology?utm_content=EP/zh-CN/search/wordpress/page/6,2026-02-04
영국,DSIT,2024-03-19,DSIT에서 근무,Working for DSIT,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology/about/recruitment,2026-02-04
네덜란드,EZK,2026-01-20,네덜란드 AI의 글로벌 기회 강화,Strengthening global opportunities for Dutch AI,https://www.government.nl/documents/reports/2026/01/20/strengthening-global-opportunities-for-dutch-ai,2026-02-04
네덜란드,EZK,2025-09-04,AI법 가이드,AI Act Guide,https://www.government.nl/documents/publications/2025/09/04/ai-act-guide,2026-02-04
네덜란드,EZK,2024-01-17,네덜란드의 생성 AI에 대한 정부 차원의 비전,Government-wide vision on generative AI of the Netherlands,https://www.government.nl/documents/parliamentary-documents/2024/01/17/government-wide-vision-on-generative-ai-of-the-netherlands,2026-02-04
네덜란드,Digitalisation,2024-01-25,주요 기사 아카이브,Featured Stories Archives,https://www.nldigitalgovernment.nl/posts/featured-stories/,2026-02-04
네덜란드,Digitalisation,2024-07-22,AI법이 귀하의 조직에 미치는 영향은 무엇입니까?,What Are the Implications of the AI Act on Your Organisation?,https://www.nldigitalgovernment.nl/featured-stories/the-implications-of-the-ai-act-on-your-organisation/,2026-02-04
네덜란드,Digitalisation,2025-11-20,인공지능(AI),Artificial Intelligence (AI),https://www.nldigitalgovernment.nl/overview/artificial-intelligence-ai/,2026-02-04
스웨덴,Climate,2024-09-26,CV 사라 모딕,CV Sara Modig,https://www.government.se/government-of-sweden/ministry-of-climate-and-enterprise/ebba-busch/cv-sara-modig2/,2026-02-04
핀란드,LVM,2026-01-29,정부는 EU 디지털 규제를 단순화하려는 위원회의 목표를 지지합니다.,Government supports Commission’s objective to simplify EU digital regulation,https://lvm.fi/en/-/government-supports-commission-s-objective-to-simplify-eu-digital-regulation,2026-02-04
핀란드,LVM,2025-11-27,"정부, 사이버 복원력법을 보완하는 국가 법안 제안",Government proposes national legislation supplementing the Cyber Resilience Act,https://lvm.fi/en/-/government-proposes-national-legislation-supplementing-the-cyber-resilience-act,2026-02-04
핀란드,MEE,2025-08-01,2025년 8월 2일부터 EU 인공지능법 적용,Application of EU Artificial Intelligence Act to begin on 2 August 2025,https://tem.fi/en/-/application-of-eu-artificial-intelligence-act-to-begin-on-2-august-2025,2026-02-04
핀란드,MEE,2025-12-22,EU 인공 지능법에 대한 국가 감독 시작 – 당국의 권한에 관한 법률이 연초부터 발효됩니다,National supervision of EU Artificial Intelligence Act to begin – laws on powers of authorities to take effect at start of the year,https://tem.fi/en/-/national-supervision-of-eu-artificial-intelligence-act-to-begin-laws-on-powers-of-authorities-to-take-effect-at-start-of-the-year,2026-02-04
핀란드,MEE,2025-02-11,중소기업의 기대는 완만하게 회복되고 AI 활용도는 증가,"Expectations of SMEs show modest recovery, use of AI grows",https://tem.fi/en/-/expectations-of-smes-show-modest-recovery-use-of-ai-grows,2026-02-04
스위스,OFCOM,2025-09-06,전 세계 국가 및 지역의 인공지능 규제 분석,Analysis of artificial intelligence regulation in countries and regions around the world,https://www.bakom.admin.ch/dam/en/sd-web/3DmSVH-UgRCm/analyse_laender.pdf,2026-02-04
스위스,OFCOM,2024-03-11,스위스의 디지털 거버넌스 및 인공 지능을 위한 Plateforme Tripartite,The Plateforme Tripartite for digital governance and artificial intelligence in Switzerland,https://www.bakom.admin.ch/en/the-plateforme-tripartite-for-digital-governance-and-artificial-intelligence-in-switzerland,2026-02-04
스위스,OFCOM,2025-06-25,"스위스, 2027년 인공지능 글로벌 정상회의 개최",Switzerland to host a global summit on artificial intelligence in 2027,https://www.bakom.admin.ch/en/newnsb/qewY8BHWPhcMQEYV12fkr,2026-02-04
스위스,WBF,2026-01-28,AI Summit 2027: 스위스는 행사 개최 의지를 나타냄,AI Summit 2027: Switzerland indicates willingness to host event,https://www.wbf.admin.ch/en/newnsb/fVHic4Zdu8Sd1ZLKT3X6g,2026-02-04
스위스,WBF,2026-01-20,WEF 개회식 주소,WEF Opening address,https://www.wbf.admin.ch/en/newnsb/aXkc0ocr0Fq9ReieW9i-D,2026-02-04
스위스,WBF,2025-09-25,Guy Parmelin 연방 의원이 싱가포르와 디지털 경제 협약을 체결했습니다.,Federal Councillor Guy Parmelin signs digital economy agreement with Singapore,https://www.wbf.admin.ch/en/newnsb/uOqLXUeRDpydWK9h8yFvY,2026-02-04
덴마크,Digitaliseringsstyrelsen,2025-08-18,깨끗한 AI 대륙을 위한 더 나은 데이터센터 솔루션,A better datacenter solution for a clean AI Continent,https://en.digst.dk/media/g52n2rlr/1620edora_eurowind_digital-europe_final.pdf,2026-02-04
덴마크,Digitaliseringsstyrelsen,2024-05-03,"디지털정부청, AI 가이드 발간",The Agency for Digital Government publishes AI guides,https://en.digst.dk/news/news-archive/2024/maj/the-agency-for-digital-government-publishes-ai-guides/,2026-02-04
덴마크,Digitaliseringsstyrelsen,2025-12-09,인공지능을 위한 덴마크의 전략,Danish strategies for artificial intelligence,https://en.digst.dk/digital-governance/new-technologies/danish-strategies-for-artificial-intelligence/,2026-02-04
덴마크,Erhvervsministeriet,2024-02-06,빅테크의 인공지능 개발 및 활용에 대한 경계,BOUNDARIES FOR BIG TECH'S DEVELOPMENT AND USE OF ARTIFICIAL INTELLIGENCE,https://www.em.dk/Media/638466069602286743/Recommendations%20on%20AI%20from%20the%20Danish%20Expert%20Group%20-%20Boundaries%20for%20big%20tech's%20development%20and%20use%20of%20AI.pdf,2026-02-04
덴마크,Erhvervsministeriet,2024-02-09,빅테크의 인공지능 개발과 활용의 경계,Boundaries for big tech's development and use of artificial intelligence,https://www.eng.em.dk/publications/2024/boundaries-for-big-techs-development-and-use-of-ai,2026-02-04
노르웨이,KDD,2024-06-11,전문가 그룹 – AI와 선거,Expert group – AI and elections,https://www.regjeringen.no/en/dep/kdd/organisation/styrer-rad-og-utvalg/expert-group-ai-and-elections/id3044410/,2026-02-04
이스라엘,IIA,2026-01-29,고용주 설문 조사에 따르면 AI는 하이테크에 깊이 내장되어 있지만 고용에 미치는 영향은 제한적입니다.,"Employer Survey Finds AI Deeply Embedded in High-tech, While Employment Impact Remains Limited",https://innovationisrael.org.il/en/press_release/employers-survey-report-2026/,2026-02-04
이스라엘,IIA,2026-01-20,워크숍: 새로운 EIC 프로그램 신청 방법,Workshop: How to apply for the new EIC program,https://innovationisrael.org.il/iserd/event/workshop-how-to-apply-for-the-new-eic-program-advanced-innovation-challenges/,2026-02-04
이스라엘,IIA,2026-01-18,"이스라엘 혁신청(Israel Innovation Authority), 하이테크 기업 및 연구자들에게 Nvidia B200 GPU 가속기를 할인된 가격으로 제공하여 국가 슈퍼컴퓨터 액세스 개시","Israel Innovation Authority Opens National Supercomputer Access, Offering Discounted Nvidia B200 GPUs Accelerators to High-Tech Companies and Researchers",https://innovationisrael.org.il/en/press_release/supercomputer-access-2026/,2026-02-04
캐나다,ISED,2026-01-09,"캐나다 혁신, 과학 및 경제 개발 |공식 사이트","Innovation, Science and Economic Development Canada | Official site",https://ised-isde.canada.ca/site/ised/en,2026-02-04
캐나다,ISED,2026-02-02,캐나다의 다음 AI 전략에 대한 참여: 의견 요약,Engagements on Canada’s next AI Strategy: Summary of inputs,https://ised-isde.canada.ca/site/ised/en/public-consultations/engagements-canadas-next-ai-strategy-summary-inputs,2026-02-04
캐나다,ISED,2026-01-19,인공지능과 지적재산권,Artificial intelligence and intellectual property,https://ised-isde.canada.ca/site/canadian-intellectual-property-office/en/artificial-intelligence-and-ip,2026-02-04
캐나다,TBS,2025-11-17,G7 GovAI 그랜드 챌린지 개시,Launch of the G7 GovAI Grand Challenge,https://www.canada.ca/en/treasury-board-secretariat/news/2025/11/launch-of-the-g7-govai-grand-challenge.html,2026-02-04
캐나다,TBS,2025-03-04,"캐나다, 연방 공공 서비스를 위한 최초의 인공 지능 전략 출시",Canada launches first-ever Artificial Intelligence Strategy for the federal public service,https://www.canada.ca/en/treasury-board-secretariat/news/2025/03/canada-launches-first-ever-artificial-intelligence-strategy-for-the-federal-public-service.html,2026-02-04
캐나다,TBS,2025-03-04,재무부 의장은 연방 공공 서비스를 위한 인공 지능에 관해 발표할 예정입니다.,The President of the Treasury Board will make an announcement on artificial intelligence for the federal public service,https://www.canada.ca/en/treasury-board-secretariat/news/2025/03/the-president-of-the-treasury-board-will-make-an-announcement-on-artificial-intelligence-for-the-federal-public-service.html,2026-02-04
프랑스,Bercy,2025-07-15,______________사건번호 XXXXXX______________ 프로젝트 책임자,______________En tête de projet de l'Affaire N° XXXXXX______________,https://www.economie.gouv.fr/files/files/2025/decision-15-juillet.pdf,2026-02-04
프랑스,Bercy,2025-11-18,"프랑스와 독일, Mistral AI 및 SAP SE와 협력하여 공공 행정을 위한 주권 AI 출시",France and Germany Join Forces with Mistral AI and SAP SE to Launch a Sovereign AI for Public Administration,https://presse.economie.gouv.fr/?p=165494,2026-02-04
프랑스,Bercy,2025-08-08,경쟁력 클러스터에 대해 알아야 할 모든 것,Tout savoir sur les pôles de compétitivité,https://www.economie.gouv.fr/entreprises/developper-son-entreprise/innover-et-numeriser-son-entreprise/tout-savoir-sur-les-poles,2026-02-04
프랑스,DG Entreprises,2025-09-09,인공 지능에 관한 유럽 규정 시행을 담당하는 관할 당국,Les autorités compétentes pour la mise en œuvre du règlement européen sur l’intelligence artificielle,https://www.entreprises.gouv.fr/priorites-et-actions/transition-numerique/soutenir-le-developpement-de-lia-au-service-de-0,2026-02-04
프랑스,DG Entreprises,2024-10-18,프랑스 2030: 클라우드 가속화 전략,France 2030 : stratégie d'accélération cloud,https://www.entreprises.gouv.fr/priorites-et-actions/autonomie-strategique/soutenir-linnovation-dans-les-secteurs-strategiques-de-7,2026-02-04
프랑스,DG Entreprises,2024-09-23,전국산업협의회(CNI)란 무엇입니까?,Qu'est-ce que le Conseil national de l'industrie (CNI) ?,https://www.entreprises.gouv.fr/secteurs-dactivite/le-secteur-de-lindustrie-en-france/quest-ce-que-le-conseil-national-de,2026-02-04
호주,DITRDCA,2025-02-26,인공지능 투명성 선언문,Artificial Intelligence Transparency Statement,https://www.infrastructure.gov.au/about-us/artificial-intelligence-transparency-statement,2026-02-04
호주,DITRDCA,2025-01-29,통신 산업의 인공 지능 채택에 관한 원칙 영국과 Au 간의 공동 성명,"Principles on Arfificial Intelligence Adopfion in the Telecommunicafions Industry Joint statement between the United Kingdom, Au",https://www.infrastructure.gov.au/sites/default/files/documents/gcot-ai-principles-final-version.pdf,2026-02-04
호주,DITRDCA,2024-06-20,AI 및 디지털 정책 센터 온라인 안전법 2024년 6월 20일 인공 지능 1 AI 및 디지털 정책 센터,"Center for AI and Digital Policy Online Safety Act June 20, 2024 Artificial Intelligence 1 THE CENTER FOR AI AND DIGITAL POLICY",https://www.infrastructure.gov.au/sites/default/files/documents/osar-submission-71-centre-for-ai-and-digital-policy.pdf,2026-02-04
호주,DISR,2026-01-22,AI와 내부 커뮤니케이션,AI and Internal Communication,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-and-internal-communication,2026-02-04
호주,DISR,2026-01-22,AI PowerEd: 학교 서밋의 책임 있는 AI,AI PowerEd: Responsible AI in Schools Summit,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-powered-responsible-ai-schools-summit,2026-02-04
호주,DISR,2026-01-31,GovAI Summit 2026: AI 실행,GovAI Summit 2026: AI in Action,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/govai-summit-2026-ai-action,2026-02-04
아일랜드,DETE,2026-01-16,AI가 생성한 노골적인 이미지에 관한 X와의 만남 후 성명,Statement following meeting with X regarding AI generated explicit images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/202616011.html,2026-02-04
아일랜드,DETE,2026-01-16,Smyth 장관은 AI가 생성한 비동의 친밀한 이미지에 관한 AI 자문위원회의 조언을 환영합니다.,Minister Smyth welcomes advice from AI Advisory Council regarding AI-generated non-consensual intimate images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/202601162.html,2026-02-04
아일랜드,DETE,2026-01-15,AI가 생성한 노골적인 이미지에 관한 진술,Statement regarding AI-generated explicit images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/20260115.html,2026-02-04
오스트리아,BMF,2025-08-13,전년도 재무부는 AI 방법 덕분에 3억 5400만 유로의 추가 세수를 얻었습니다.,Finanzministerium lukrierte im Vorjahr 354 Mio. Euro Steuermehreinnahmen dank KI-Methoden,https://www.bmf.gv.at/presse/pressemeldungen/2025/august/pacc-ki.html,2026-02-04
오스트리아,BMF,2024-02-16,업데이트된 공동성명,UPDATED JOINT STATEMENT,https://www.bmf.gv.at/rechtsnews/steuern-rechtsnews/aktuelle-infos-und-erlaesse/Fachinformationen---Internationales-Steuerrecht/UPDATED-JOINT-STATEMENT.html,2026-02-04
오스트리아,BMF,2025-08-06,"결제 서비스 제공업체의 기록, 전송 및 보관 의무 - 중앙 전자 결제 시스템(CESOP)","Aufzeichnungs-, Übermittlungs- und Aufbewahrungspflichten für Zahlungsdienstleister – Zentrales elektronisches Zahlungsverkehrssystem (CESOP)",https://www.bmf.gv.at/themen/steuern/fuer-unternehmen/umsatzsteuer/informationen/aufzeichnungs-%2Cuebermittlungs-und_aufbewahrungspflichten_f%C3%BCr_zahlungsdienstleister%E2%80%93zentrales_elektronisches_zahlungsverkehrssystem_%28csop%29-.html,2026-02-04
오스트리아,BMAW,2025-04-01,"연방 경제, 에너지, 관광부","Bundesministerium für Wirtschaft, Energie und Tourismus",https://www.bmwet.gv.at/,2026-02-04
오스트리아,BMAW,2025-04-10,국가 디지털 혁신 허브(DIH) 평가,Evaluierung der nationalen Digital Innovation Hubs (DIH),https://www.bmwet.gv.at/dam/jcr:ddacef2a-324a-4732-a0e5-900f0d546f88/DIH-Evaluierung_Endbericht.pdf,2026-02-04
오스트리아,BMAW,2025-04-10,엑스포 2025 오사카,EXPO 2025 Osaka,https://www.bmwet.gv.at/Themen/International/EXPO/EXPO-2025-Osaka.html,2026-02-04
벨기에,연방혁신기술부,2024-12-25,다섯 번째 DEFRA 호출,Fifth DEFRA Call,https://www.belspo.be/belspo/defra/call_2025_en.stm,2026-02-04
벨기에,연방혁신기술부,2024-03-17,국방관련 연구활동,Defence-related Research Action,https://www.belspo.be/belspo/defra/projects/AHOI/AHOI_fiche_en.pdf,2026-02-04
벨기에,연방혁신기술부,2024-09-17,연구 주제에 관한 질문,QUESTIONS ON THE RESEARCH TOPCS,https://www.belspo.be/belspo/P4Science-S4Policy/call/S4Policy_2024/S4Policy_FAQ_RESEARCHTopics_v4.pdf,2026-02-04
벨기에,BIPT,2025-10-08,AI법 적용,Application of the AI Act,https://www.bipt.be/operators/digital/ia-act/application-of-the-ai-act,2026-02-04
벨기에,BIPT,2025-10-08,소포 및 속달 우편물,Parcel and express mail items,https://www.bipt.be/operators/postal/observatory/parcel-and-express-mail-items-market-share-based-on-the-turnover,2026-02-04
벨기에,BIPT,2024-06-25,17xx 및 18xx 시리즈의 번호 용량 요청,Request for number capacity in the 17xx and 18xx series,https://www.bipt.be/operators/publication/request-for-number-capacity-in-the-17xx-and-18xx-series,2026-02-04
벨기에,FPS Economy,2024-04-09,AI 및 저작권 사용 사례,The AI and Copyright Use Case,https://economie.fgov.be/sites/default/files/Files/About-SPF/events/ue2024/Copyright/The-AI-and-Copyright-Use-Case-Philippe-RIXHON.pdf,2026-02-04
벨기에,FPS Economy,2024-04-18,"유럽 ​​저작권법의 텍스트 및 데이터 마이닝 예외 및 제외 메커니즘 - Tamás Szigeti(DG CONNECT, Copyrig)","The text and data mining exception & the opt-out mechanism in European copyright law by Tamás Szigeti (DG CONNECT, Copyrig",https://economie.fgov.be/sites/default/files/Files/About-SPF/events/ue2024/Copyright/The-text-and-data-mining-exception-and-the-opt-out-mechanism-in-European-copyright-Tamas-SZIGETI.pdf,2026-02-04
벨기에,FPS Economy,2025-12-23,연방 데이터 전략: 보고서 분석,Federal Data Strategy : analyse report,https://economie.fgov.be/nl/file/7472884/download?token=5FH_jmHj,2026-02-04
대만,moda,2025-08-27,"대만의 5G 사설망 생태계, AI를 통합해 글로벌 기회 확대",Taiwan's 5G Private Network Ecosystem Integrates AI to Expand Global Opportunities,https://moda.gov.tw/en/ADI/news/latest-news/16960.html,2026-02-04
대만,moda,2025-08-08,데이터 혁신 및 활용 발전 촉진에 관한 법률 초안 공론화 발표 - 디지털부가 데이터 공유와 AI 개발 주도,Draft Act on Promoting the Development of Data Innovation and Utilization Released for Public Consultation — the Ministry of Digital Affairs Drives Data Sharing and AI Development,https://moda.gov.tw/en/press/press-releases/16790?utm_source=substack&utm_medium=email,2026-02-04
대만,moda,2025-10-31,"WAVE 2025: 대만 최고의 AI 전시회, 300개 이상의 솔루션 공개, 아시아태평양 AI 물결 선도","WAVE 2025: Taiwan's Premier AI Exhibition Unveils Over 300 Solutions, Leading Asia-Pacific's AI Wave",https://moda.gov.tw/en/ADI/news/latest-news/17752.html,2026-02-04
대만,MOEA,2026-01-23,"MOEA, 2026년 최고의 AI 어워드 출시, 모든 산업 전반에 걸쳐 채택 가속화할 차세대 에이전트 AI 도입","MOEA Launches 2026 Best AI Awards, ushering in a New Generation of Agentic AI to Accelerate Adoption Across All Industries",https://www.moea.gov.tw/Mns/english/videos/VideoRss.aspx?kind=P&menu_id=33228&video_id=21414,2026-02-04
대만,MOEA,2024-10-07,"TTRI의 AI 자가학습 원단 검사 시스템, 2024 R&D 100 어워드 수상",TTRI's AI Self-Learning Fabric Inspecting System won 2024 R&D 100 Awards,https://www.moea.gov.tw/mns/english/videos/VideoRss.aspx?kind=P&menu_id=33228&video_id=20938,2026-02-04
대만,MOEA,2025-08-22,"MOEA, 스마트 헬스케어 및 제조 분야에서 새로운 기회 포착을 위해 3가지 AI 로봇 공학 이니셔티브 출시",MOEA Launches Three AI Robotics Initiatives to Capture New Opportunities in Smart Healthcare and Manufacturing,https://www.moea.gov.tw/Mns/english/news/News.aspx?kind=6&menu_id=176&news_id=120284,2026-02-04
UAE,TDRA,2024-08-21,ICT 규제 샌드박스,ICT Regulatory Sandbox,https://tdra.gov.ae/en/pages/-/media/ICT-Regulatory-Sandbox-Guidelines/ICT-Regulatory-Sandbox-Final-EN.pdf,2026-02-04
UAE,TDRA,2024-08-13,ICT 규제 샌드박스,ICT Regulatory Sandbox,https://tdra.gov.ae/en/pages/ict-regulatory-sandbox,2026-02-04
UAE,TDRA,2025-06-25,규정 및 판결,Regulations and Ruling,https://tdra.gov.ae/en/About/tdra-sectors/telecommunication/regulatory-affairs-department/regulations-and-ruling,2026-02-04
UAE,MoIAT,2024-06-03,산업첨단기술부(Ministry of Industry and Advanced Technology)는 에미레이트 개발 은행(Emirates Development Bank)과 협력하여 AI를 위한 1억 달러 자금 조달 시작,Ministry of Industry and Advanced Technology partners with Emirates Development Bank to launch $100 million of financing for AI,https://moiat.gov.ae/en/media-center/news/2024/06/03/miite-forum---ai-innovation-program,2026-02-04
UAE,MoIAT,2025-03-19,AI 혁신 프로그램,AI Innovation Program,https://moiat.gov.ae/en/ai-innovation-program-v2,2026-02-04
UAE,MoIAT,2025-02-21,스타트업 피치 대회,Startup Pitch Competition,https://moiat.gov.ae/en/startup-pitch-competition,2026-02-04
사우디,MCIT,2026-01-19,"Alswaha, 디지털 인프라와 AI 파트너십 강화를 위해 우주 기술 리더 만나","Alswaha Meets Space Technology Leaders to Strengthen Digital Infrastructure, AI Partnerships",https://www.mcit.gov.sa/en/node/237474,2026-02-04
