국가,기관,ICT 분류,발행일,제목,원문,링크,수집일
대한민국,과학기술정보통신부,2. IT 및 통신,2025-09-02,2026년 과학기술정보통신부 지출구조조정 사업 목록,2026년 과학기술정보통신부 지출구조조정 사업 목록,https://www.msit.go.kr/ssm/file/contentsFileDown.do?seqEncpt=154,2026-02-04
대한민국,산업통상자원부,1. 융합 및 하이테크,2025-05-20,찾아가 AI 전환 지원…‘산업단지 AX 카라반’ 출범,찾아가 AI 전환 지원…‘산업단지 AX 카라반’ 출범,https://motie.go.kr/kor/article/ATCL8764a1224/155118874/view,2026-02-04
대한민국,산업통상자원부,1. 융합 및 하이테크,2025-07-02,AI 고속도로 구축 및 AI 3대 강국 도약 기반 마련,AI 고속도로 구축 및 AI 3대 강국 도약 기반 마련,https://motie.go.kr/kor/article/ATCL4fcf3d8c6/520/view,2026-02-04
미국,DOC,1. 융합 및 하이테크,2024-11-19,"CHIPS for America는 노스캐롤라이나에 본사를 둔 CHIPS Manufacturing USA Institute for Digital Twins에 대해 2억 8,500만 달러의 새로운 상금 제안을 발표했습니다.","CHIPS for America Announces New Proposed $285 Million Award for CHIPS Manufacturing USA Institute for Digital Twins, Headquartered in North Carolina",https://www.commerce.gov/news/press-releases/2024/11/chips-america-announces-new-proposed-285-million-award-chips,2026-02-04
미국,DOC,1. 융합 및 하이테크,2026-01-15,팩트시트: 대만과의 무역 및 투자 협정을 통해 미국 반도체 제조 리더십 회복,Fact Sheet: Restoring American Semiconductor Manufacturing Leadership Through an Agreement on Trade & Investment with Taiwan,https://www.commerce.gov/news/fact-sheets/2026/01/fact-sheet-restoring-american-semiconductor-manufacturing-leadership,2026-02-04
미국,NTIA,1. 융합 및 하이테크,2024-03-27,AI 책임 정책 보고서,AI Accountability Policy Report,https://www.ntia.gov/issues/artificial-intelligence/ai-accountability-policy-report,2026-02-04
미국,NTIA,기타 ICT 일반,2024-08-23,5장: 디지털 세대: 젊은이들이 컴퓨터와 인터넷을 어떻게 받아들였는가,Chapter 5: The Digital Generation: How Young People Have Embraced Computers And The Internet,https://www.ntia.gov/sites/default/files/data/dn/html/Chapter5.htm,2026-02-04
미국,백악관,2. IT 및 통신,2025-05-23,국가 안보를 위한 첨단 원자로 기술 배치,DEPLOYING ADVANCED NUCLEAR REACTOR TECHNOLOGIES FOR NATIONAL SECURITY,https://www.whitehouse.gov/presidential-actions/2025/05/deploying-advanced-nuclear-reactor-technologies-for-national-security/,2026-02-04
미국,백악관,4. 수직 산업,2026-01-29,연방 환경 검토 속도를 높이는 CEQ 데모 기술 - CE Works,CEQ Demos Tech to Speed Up Federal Environmental Reviews – CE Works,https://www.whitehouse.gov/articles/2026/01/ceq-demos-tech-to-speed-up-federal-environmental-reviews-ce-works/,2026-02-04
벨기에,BIPT,1. 융합 및 하이테크,2025-10-08,AI법 적용,Application of the AI Act,https://www.bipt.be/operators/digital/ia-act/application-of-the-ai-act,2026-02-04
벨기에,BIPT,1. 융합 및 하이테크,2025-11-18,디지털 서비스법: Unia와 VMRI는 신뢰할 수 있는 신고자 자격을 얻습니다.,Digital Services Act: Unia and the VMRI obtain the trusted flagger status,https://www.bipt.be/operators/publication/digital-services-act-unia-and-the-vmri-obtain-the-trusted-flagger-status,2026-02-04
벨기에,FPS Economy,1. 융합 및 하이테크,2024-04-09,AI 및 저작권 사용 사례,The AI and Copyright Use Case,https://economie.fgov.be/sites/default/files/Files/About-SPF/events/ue2024/Copyright/The-AI-and-Copyright-Use-Case-Philippe-RIXHON.pdf,2026-02-04
벨기에,FPS Economy,2. IT 및 통신,2024-10-07,디지털 시장법(DMA),Digital Markets Act (DMA),https://economie.fgov.be/nl/themas/online/tussenhandeldiensten-en/digital-markets-act-dma-voor,2026-02-04
벨기에,연방혁신기술부,1. 융합 및 하이테크,2025-01-08,ESA 디지털 트윈 지구 구성요소: 공개 과학 회의,ESA Digital Twin Earth Components: Open Science Meeting,https://eo.belspo.be/agenda/esa-digital-twin-earth-components-open-science-meeting,2026-02-04
벨기에,연방혁신기술부,1. 융합 및 하이테크,2025-11-27,인공지능과 지구관측: 혁신에서 서비스까지,Artificial intelligence and Earth Observation: from Innovation to Services,https://eo.belspo.be/agenda/artificial-intelligence-and-earth-observation-innovation-services,2026-02-04
사우디,MCIT,1. 융합 및 하이테크,2026-01-24,"알 사와하(Al-Sawaha), 일본 디지털 혁신부 장관과 디지털 정부 및 인공지능 분야 파트너십 확대 논의",السواحه يناقش مع وزير التحول الرقمي في اليابان توسيع الشراكة في الحكومة الرقمية والذكاء الاصطناعي,https://www.mcit.gov.sa/ar/node/237475/translations,2026-02-04
사우디,MCIT,2. IT 및 통신,2026-01-27,"Al-Swaha, 나이지리아 통신협력부 장관과 디지털 경제 분야 논의",Al-Swaha Discusses with Nigerian Minister of Communications Cooperation in Field of Digital Economy,https://www.mcit.gov.sa/index.php/en/node/74221/translations,2026-02-04
사우디,MIM,기타 ICT 일반,2025-12-22,탁월한 혁신 기술 이니셔티브,مبادرة تقنيات التحول الاستثنائي,https://www.mim.gov.sa/ar/initiatives-programs/industrial-sector-initiatives/technologies-for-exceptional-transformation-tet-digital,2026-02-04
스웨덴,Enterprise,기타 ICT 일반,2025-09-09,정부 정책 성명,Statement of Government Policy,https://www.government.se/speeches/2025/09/statement-of-government-policy-2025/,2026-02-04
스웨덴,Finance,기타 ICT 일반,2024-11-20,마리아 말머 스테너가르트(Maria Malmer Stenergard)의 싱가포르 국제전략연구소(International Institute for Strategic Studies) 강연,Maria Malmer Stenergard’s lecture at the International Institute for Strategic Studies in Singapore,https://www.government.se/speeches/2024/11/minister-for-foreign-affairs-lecture-20-november-singapore/,2026-02-04
스웨덴,Finance,1. 융합 및 하이테크,2025-08-10,우크라이나에 대한 노르딕-발트 8개국 지도자들의 공동 성명,Joint Statement of Leaders of the Nordic-Baltic Eight on Ukraine,https://www.government.se/statements/2025/08/joint-statement-of-leaders-of-the-nordic-baltic-eight-on-ukraine/,2026-02-04
스위스,OFCOM,3. 콘텐츠 및 저작권,2024-03-11,스위스의 디지털 거버넌스 및 인공 지능을 위한 Plateforme Tripartite,The Plateforme Tripartite for digital governance and artificial intelligence in Switzerland,https://www.bakom.admin.ch/en/the-plateforme-tripartite-for-digital-governance-and-artificial-intelligence-in-switzerland,2026-02-04
스위스,OFCOM,1. 융합 및 하이테크,2025-06-25,"스위스, 2027년 인공지능 글로벌 정상회의 개최",Switzerland to host a global summit on artificial intelligence in 2027,https://www.bakom.admin.ch/en/newnsb/qewY8BHWPhcMQEYV12fkr,2026-02-04
스위스,WBF,기타 ICT 일반,2025-09-25,Guy Parmelin 연방 의원이 싱가포르와 디지털 경제 협약을 체결했습니다.,Federal Councillor Guy Parmelin signs digital economy agreement with Singapore,https://www.wbf.admin.ch/en/newnsb/uOqLXUeRDpydWK9h8yFvY,2026-02-04
스위스,WBF,1. 융합 및 하이테크,2026-01-28,AI Summit 2027: 스위스는 행사 개최 의지를 나타냄,AI Summit 2027: Switzerland indicates willingness to host event,https://www.wbf.admin.ch/en/newnsb/fVHic4Zdu8Sd1ZLKT3X6g,2026-02-04
싱가포르,IMDA,1. 융합 및 하이테크,2026-01-22,"IMDA, 새로운 실용적인 리소스로 기업의 디지털 지속 가능성 채택을 단순화",IMDA Simplifies Digital Sustainability Adoption for Businesses with New Practical Resources,https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2026/imda-simplifies-digital-sustainability-adoption-for-businesses-with-new-practical-resources,2026-02-04
싱가포르,IMDA,1. 융합 및 하이테크,2026-01-22,"싱가포르, Agentic AI를 위한 새로운 모델 AI 거버넌스 프레임워크 출시",Singapore Launches New Model AI Governance Framework for Agentic AI,https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2026/new-model-ai-governance-framework-for-agentic-ai,2026-02-04
싱가포르,MDDI,3. 콘텐츠 및 저작권,2025-12-01,유럽연합 제2차 회의 공동성명 – 싱가포르 디지털 파트너십 협의회,Joint Statement of the Second Meeting of the European Union – Singapore Digital Partnership Council,https://www.mddi.gov.sg/newsroom/joint-statement-of-the-second-meeting-of-the-european-union---singapore-digital-partnership-council,2026-02-04
싱가포르,MDDI,1. 융합 및 하이테크,2026-01-22,중소기업협회(ASME) AI 페스티벌 아시아 2026에서 MOS Jasmin Lau의 개회사,Opening Address by MOS Jasmin Lau at the Association of Small and Medium Enterprises (ASME)’s AI Festival Asia 2026,https://www.mddi.gov.sg/newsroom/opening-address-by-mos-jasmin-lau-at-the-association-of-small-and-medium-enterprises--asme--s-ai-festival-asia-2026/,2026-02-04
아일랜드,DECC,1. 융합 및 하이테크,2026-01-15,AI가 생성한 노골적인 이미지에 관한 진술,Statement regarding AI-generated explicit images,https://www.gov.ie/en/department-of-enterprise-tourism-and-employment/press-releases/statement-regarding-ai-generated-explicit-images/,2026-02-04
아일랜드,DECC,3. 콘텐츠 및 저작권,2026-01-19,Build Digital Survey 2025 참여 초대,Invitation to participate in Build Digital Survey 2025,https://cwmf.gov.ie/en/news/invitation-to-participate-in-build-digital-survey-2025/,2026-02-04
아일랜드,DETE,1. 융합 및 하이테크,2026-01-16,AI가 생성한 노골적인 이미지에 관한 X와의 만남 후 성명,Statement following meeting with X regarding AI generated explicit images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/202616011.html,2026-02-04
아일랜드,DETE,1. 융합 및 하이테크,2026-01-16,Smyth 장관은 AI가 생성한 비동의 친밀한 이미지에 관한 AI 자문위원회의 조언을 환영합니다.,Minister Smyth welcomes advice from AI Advisory Council regarding AI-generated non-consensual intimate images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/202601162.html,2026-02-04
영국,DBT,2. IT 및 통신,2026-02-02,수석 디지털 보안 프로젝트 관리자,Senior Digital Security Project Manager,https://findajob.dwp.gov.uk/details/17820752,2026-02-04
영국,DBT,기타 ICT 일반,2026-02-03,ICT 교사(공급),ICT Teachers (Supply),https://findajob.dwp.gov.uk/details/17826960,2026-02-04
영국,DSIT,기타 ICT 일반,2025-05-14,HMRC 온라인 서비스를 통한 기술 지원,Technical support with HMRC online services,https://www.gov.uk/find-hmrc-contacts/technical-support-with-hmrc-online-services,2026-02-04
영국,DSIT,기타 ICT 일반,2026-02-03,최고 디지털 정보 책임자(Deputy Chief Digital Information Officer),Deputy Chief Digital Information Officer,https://findajob.dwp.gov.uk/details/17827696,2026-02-04
오스트리아,BMF,1. 융합 및 하이테크,2024-01-03,브루너: 재무부가 2024년 구호 조치에 관한 정보 캠페인을 시작합니다.,Brunner: Ministry of Finance launches information campaign on relief measures for 2024,https://www.bmf.gv.at/en/press/press-releases/2024--New/January-2024/informationskampagne-entlastungsmassnahmen.html,2026-02-04
오스트리아,BMF,기타 ICT 일반,2024-10-01,오스트리아 청소년 전략,Austrian Youth Strategy,https://www.bmf.gv.at/en/the-ministry/Austrian-Youth-Strategy.html,2026-02-04
이스라엘,Economy,기타 ICT 일반,2026-01-07,이스라엘은 처음으로 교육 분야 인공 지능에 관한 국제 회의를 개최할 예정입니다. 다양한 국가와 기술 거대 기업의 수십 명의 대표단이 참석하는 가운데 예루살렘에서 대규모 정상 회담이 열릴 예정입니다. 교육부,ישראל תארח לראשונה את הכנס הבינלאומי לבינה מלאכותית בחינוך: פסגת ענק בירושלים בהשתתפות עשרות משלחות ממדינות שונות וענקיות טכנולוגיה משרד החינוך,https://www.gov.il/he/pages/international-conference-ai,2026-02-04
이스라엘,Economy,1. 융합 및 하이테크,2026-02-02,도구 개발 및 구현을 위한 이스라엘 AI 협력의 규제 개선: 전화,לשיפור הרגולציה בישראל AI שיתוף פעולה לפיתוח והטמעת כלי : קול קורא,https://www.gov.il/BlobFolder/reports/kolkore010226/he/kollkore010226.pdf,2026-02-04
이스라엘,IIA,1. 융합 및 하이테크,2026-01-07,의료 분야의 획기적인 AI 기술을 위한 규제 샌드박스 요구,קול קורא לארגז חול רגולטורי לטכנולוגיות AI פורצות דרך בבריאות,https://innovationisrael.org.il/kol_kore/ai-in-health-sandbox/,2026-02-04
이스라엘,IIA,1. 융합 및 하이테크,2026-01-28,인공지능이 첨단기술 고용에 미치는 영향,השפעת הבינה המלאכותית על התעסוקה בהייטק,https://innovationisrael.org.il/wp-content/uploads/2026/01/Employers-Survey-Repor-2026.pdf,2026-02-04
이스라엘,MoC,1. 융합 및 하이테크,2024-10-30,AI 자동화 가치 활용 확대 이스라엘 토지청,הרחבת השימוש בערכים ממוכנים AI רשות מקרקעי ישראל,http://www.gov.il/he/pages/hanhala-5678,2026-02-04
이스라엘,MoC,1. 융합 및 하이테크,2026-02-03,첨단산업 1위 자리를 위한 AI 교육 및 실무 경험,הכשרות AI וניסיון מעשי לתפקיד ראשון בתעשיית הייטק,https://www.hachvana.mod.gov.il/MainEducation/Pages/ai-programs-hightech.aspx,2026-02-04
일본,METI,1. 융합 및 하이테크,2025-09-11,Generative AI 기본 모델 개발 2차 결과물(모델/데이터 세트) 출시,生成AI基盤モデル開発 第2期 成果物(モデル・データセット)公開,https://www.meti.go.jp/policy/mono_info_service/geniac/selection_2/result_2/index.html,2026-02-04
일본,METI,1. 융합 및 하이테크,2026-02-02,Sakana AI는 왜 유니콘이 되었나요?일본 딥테크의 혁신적 도전은 무엇일까…,Sakana AIはなぜユニコーンとなったのか。日本発ディープテックの革新的な挑戦とは…,https://journal.meti.go.jp/policy/202601/44028/,2026-02-04
일본,MIC,기타 ICT 일반,2026-01-26,ICT 서비스 이용환경 개선을 위한 연구회(9차 회의),ICTサービスの利用環境の整備に関する研究会（第9回）,https://www.soumu.go.jp/main_sosiki/kenkyu/ICT_services/02kiban18_02000466.html,2026-02-04
일본,MIC,기타 ICT 일반,2026-02-02,"보도 자료 | 노인 및 장애인을 위한 새로운 ICT 기기 연구개발 보조금 ""정보격차 해소를 위한 기술 연구개발 촉진 사업"" 적격사업 공모",報道資料｜高齢者・障害者向けの新たなICT機器等の研究開発に対する補助金 「デジタル・ディバイド解消のための技術等研究開発推進事業」 対象事業の公募,https://www.soumu.go.jp/menu_news/s-news/01ryutsu05_02000182.html,2026-02-04
일본,디지털청,기타 ICT 일반,2024-06-21,디지털 인증 앱,デジタル認証アプリ,https://services.digital.go.jp/auth-and-sign/,2026-02-04
일본,디지털청,4. 수직 산업,2025-06-06,안드로이드 스마트폰용 디지털 인증서 설치 서비스,Androidスマホ用電子証明書搭載サービス,https://services.digital.go.jp/mynumbercard-android/,2026-02-04
중국,CAC,2. IT 및 통신,2025-02-21,"중국 사이버 공간 관리국, 2025년 '청랑' 시리즈 특별 조치의 핵심 사항 발표_중앙사이버보안정보기술위원회 사무실",中央网信办发布2025年“清朗”系列专项行动整治重点_中央网络安全和信息化委员会办公室,https://www.cac.gov.cn/2025-02/21/c_1741837533079135.htm,2026-02-04
중국,CAC,1. 융합 및 하이테크,2025-12-27,"""인공지능 의인화 인터랙티브 서비스 관리에 관한 임시조치(의견안)""에 관한 국민의견공개청취에 관한 국가인터넷정보처 고시",国家互联网信息办公室关于《人工智能拟人化互动服务管理暂行办法（征求意见稿）》公开征求意见的通知,https://www.cac.gov.cn/2025-12/27/c_1768571207311996.htm,2026-02-04
캐나다,ISED,기타 ICT 일반,2026-01-14,청소년 프로그램을 위한 디지털 기술,Digital Skills for Youth Program,https://ised-isde.canada.ca/site/ised/en/programs-and-initiatives/digital-skills-youth-program,2026-02-04
캐나다,ISED,1. 융합 및 하이테크,2026-02-02,캐나다의 다음 AI 전략에 대한 참여: 의견 요약,Engagements on Canada’s next AI Strategy: Summary of inputs,https://ised-isde.canada.ca/site/ised/en/public-consultations/engagements-canadas-next-ai-strategy-summary-inputs,2026-02-04
캐나다,TBS,1. 융합 및 하이테크,2025-10-22,CRA 계정 가용성 – CRA 계정 도움말,CRA account availability – CRA account help,https://www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/help-cra-sign-in-services/sign-in-services-availability.html,2026-02-04
캐나다,TBS,1. 융합 및 하이테크,2025-12-15,"사회보험번호 - SIN 확인 신청, 업데이트 또는 획득","Social Insurance Number – Apply, update or obtain a SIN confirmation",https://www.canada.ca/en/employment-social-development/services/sin/apply.html,2026-02-04
프랑스,Bercy,1. 융합 및 하이테크,2026-01-30,국가는 Bpifrance를 통해 Biogaran의 지분을 인수하여 프랑스에서 건강 주권과 고용을 제공합니다.,"L'État entre au capital de Biogaran via Bpifrance, au service de la souveraineté sanitaire et l'emploi en France",https://presse.economie.gouv.fr/?p=169694,2026-02-04
프랑스,Bercy,1. 융합 및 하이테크,2026-01-30,데이터 센터 회의: Paris AI Action Summit이 끝난 지 약 1년 후 Anne Le Hénanff가 Bercy에서 플레이어들을 한자리에 모았습니다.,"Rencontres des Centres de données : près d'un an après le Sommet pour l'action sur l'IA de Paris, Anne Le Hénanff réunit les acteurs à Bercy",https://presse.economie.gouv.fr/?p=169631,2026-02-04
프랑스,DG Entreprises,1. 융합 및 하이테크,2024-11-25,"배우자가 해당 지위와 관련된 상업, 영예 또는 자유 사업 증명서 내에서 근무하고 있는 경우","CONJOINT TRAVAILLANT AU SEIN DE L’ENTREPRISE COMMERCIALE, ARTISANALE OU LIBERALE ATTESTATION SUR L’HONNEUR RELATIVE AU STATU",https://www.entreprises.gouv.fr/files/files/Espace-entreprises/Demarches/attestation-honneur-commerciale-artisanale-liberale.pdf,2026-02-04
프랑스,DG Entreprises,1. 융합 및 하이테크,2026-01-30,데이터 센터 회의: Paris AI Action Summit이 끝난 지 약 1년 후 Anne Le Hénanff가 Bercy에서 플레이어들을 한자리에 모았습니다.,"Rencontres des Centres de données : près d’un an après le Sommet pour l’action sur l’IA de Paris, Anne Le Hénanff réunit les acteurs à Bercy",https://www.entreprises.gouv.fr/espace-presse/rencontres-des-centres-de-donnees-pres-dun-apres-le-sommet-pour-laction-sur-lia-de,2026-02-04
핀란드,LVM,2. IT 및 통신,2026-01-23,위원회는 새로운 EU 사이버 보안 규칙 및 디지털 네트워크법에 대한 제안을 제시합니다.,Commission presents proposals for new EU cybersecurity rules and Digital Networks Act,https://lvm.fi/en/-/commission-presents-proposals-for-new-eu-cybersecurity-rules-and-digital-networks-act?languageId=fi_FI,2026-02-04
핀란드,LVM,2. IT 및 통신,2026-01-29,정부는 EU 디지털 규제를 단순화하려는 위원회의 목표를 지지합니다.,Government supports Commission’s objective to simplify EU digital regulation,https://lvm.fi/en/-/government-supports-commission-s-objective-to-simplify-eu-digital-regulation?languageId=fi_FI,2026-02-04
핀란드,MEE,1. 융합 및 하이테크,2024-09-11,유럽연합(EU)의 인공지능 규제와 핀란드에서의 시행,EU:n tekoälyasetus ja sen toimeenpano Suomessa,https://tem.fi/documents/1410877/224244145/AIA-sidosryhmatilaisuus_11092024.pdf/eb557f4c-be8a-587e-e90c-62df82f9d6a9/AIA-sidosryhmatilaisuus_11092024.pdf?t=1730194781621,2026-02-04
핀란드,MEE,기타 ICT 일반,2024-12-10,핀란드의 디지털 혁신 허브가 만들어진 방법,How Finland’s Digital Innovation Hubs were created,https://tem.fi/en/how-finland-s-digital-innovation-hubs-were-created,2026-02-04
호주,DISR,1. 융합 및 하이테크,2026-01-22,AI와 내부 커뮤니케이션,AI and Internal Communication,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-and-internal-communication,2026-02-04
호주,DISR,1. 융합 및 하이테크,2026-01-22,AI PowerEd: 학교 서밋의 책임 있는 AI,AI PowerEd: Responsible AI in Schools Summit,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-powered-responsible-ai-schools-summit,2026-02-04
호주,DITRDCA,1. 융합 및 하이테크,2025-02-26,인공지능 투명성 선언문,Artificial Intelligence Transparency Statement,https://www.infrastructure.gov.au/about-us/artificial-intelligence-transparency-statement,2026-02-04
호주,DITRDCA,기타 ICT 일반,2026-01-16,디지털 연결 표시기 매핑 도구에 대해 의견을 보내주세요,Have your say on the digital connectivity indicators mapping tool,https://www.infrastructure.gov.au/department/media/news/have-your-say-digital-connectivity-indicators-mapping-tool,2026-02-04
