국가,기관,ICT 분류,발행일,제목,원문,링크,수집일
덴마크,Erhvervsministeriet,기타 ICT 일반,2024-05-02,덴마크의 디지털 성장을 위한 전략,Strategy for Denmark’s digital growth,https://www.eng.em.dk/media/15536/digital-strategy-fact-sheet.pdf,2026-02-04
미국,DOC,3-3. 플랫폼 및 권리,2026-01-15,팩트시트: 대만과의 무역 및 투자 협정을 통해 미국 반도체 제조 리더십 회복,Fact Sheet: Restoring American Semiconductor Manufacturing Leadership Through an Agreement on Trade & Investment with Taiwan,https://www.commerce.gov/news/fact-sheets/2026/01/fact-sheet-restoring-american-semiconductor-manufacturing-leadership,2026-02-04
미국,NTIA,기타 ICT 일반,2024-08-23,5장: 디지털 세대: 젊은이들이 컴퓨터와 인터넷을 어떻게 받아들였는가,Chapter 5: The Digital Generation: How Young People Have Embraced Computers And The Internet,https://www.ntia.gov/sites/default/files/data/dn/html/Chapter5.htm,2026-02-04
미국,백악관,기타 ICT 일반,2026-01-29,"팩트 시트: 도널드 J. 트럼프 대통령, 중독 위기를 해결하기 위해 미국 대 회복 계획(Great American Recovery Initiative) 개시",Fact Sheet: President Donald J. Trump Launches the Great American Recovery Initiative to Address the Addiction Crisis,https://www.whitehouse.gov/fact-sheets/2026/01/fact-sheet-president-donald-j-trump-launches-the-great-american-recovery-initiative-to-address-the-addiction-crisis/,2026-02-04
벨기에,BIPT,2-1. IT 솔루션 및 서비스,2025-10-19,온라인 중개 서비스 제공업체,Providers of online intermediary services,https://www.bipt.be/consumers/digital/the-digital-services-act-dsa/providers-of-online-intermediary-services,2026-02-04
벨기에,FPS Economy,기타 ICT 일반,2024-10-07,디지털 시장법(DMA),Digital Markets Act (DMA),https://economie.fgov.be/nl/themas/online/tussenhandeldiensten-en/digital-markets-act-dma-voor,2026-02-04
벨기에,연방혁신기술부,기타 ICT 일반,2026-01-06,연구의 맥락과 질문 주요 결과,Context and question(s) of research Main findings,https://www.belspo.be/belspo/brain2-be/projects/FinalReports/REGUIDE_PolicyBrief%203_WP6_Developing%20Sustained%20Restorative%20Approach_EN.pdf,2026-02-04
사우디,MCIT,2-2. 통신 인프라 및 단말기,2026-01-27,"사우디 통신정보기술부 장관, ""ICANN"" 회장과 만나 사우디 인터넷 도메인 산업 발전을 위한 협력 강화 논의 |통신정보기술부",Translations of Saudi Minister of Communications and Information Technology meets with “ICANN” President to discuss strengthening cooperation to develop Saudi Internet domains industry | Ministry of Communications and Information Technology,https://www.mcit.gov.sa/index.php/en/node/30692/translations,2026-02-04
사우디,MIM,2-1. IT 솔루션 및 서비스,2025-08-29,산업 투자자 여정의 디지털 서비스 플랫폼,Digital Services Platform of the Industrial Investor’s Journ,https://www.mim.gov.sa/en/initiatives-programs/industrial-sector-initiatives/digital-services-platform-of-the-industrial-investors-journey-initiative,2026-02-04
스웨덴,Enterprise,2-3. 정책 및 거버넌스,2025-02-11,"마리아 말머 스테너가르트(Maria Malmer Stenergard), 2025년 외교 정책 성명 발표",Maria Malmer Stenergard to present 2025 Statement of Foreign Policy,https://government.se/press-releases/2025/02/maria-malmer-stenergard-to-present-2025-statement-of-foreign-policy/,2026-02-04
스웨덴,Finance,기타 ICT 일반,2026-01-12,2026년 학회 및 국방연차 전국회의에서 외교부장관 연설,Speech by the Minister for Foreign Affairs at The Society and Defence Annual National Conference 2026,https://www.government.se/speeches/2026/01/speech-by-the-minister-for-foreign-affairs-at-the-society-and-defence-annual-national-conference-2026/,2026-02-04
스위스,OFCOM,2-3. 정책 및 거버넌스,2024-03-11,스위스의 디지털 거버넌스 및 인공 지능을 위한 Plateforme Tripartite,The Plateforme Tripartite for digital governance and artificial intelligence in Switzerland,https://www.bakom.admin.ch/en/the-plateforme-tripartite-for-digital-governance-and-artificial-intelligence-in-switzerland,2026-02-04
스위스,WBF,4-1. 이동수단 및 항공,2026-01-28,AI Summit 2027: 스위스는 행사 개최 의지를 나타냄,AI Summit 2027: Switzerland indicates willingness to host event,https://www.wbf.admin.ch/en/newnsb/fVHic4Zdu8Sd1ZLKT3X6g,2026-02-04
싱가포르,IMDA,4-2. 에너지 및 자원,2026-01-22,"IMDA, 새로운 실용적인 리소스로 기업의 디지털 지속 가능성 채택을 단순화",IMDA Simplifies Digital Sustainability Adoption for Businesses with New Practical Resources,https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2026/imda-simplifies-digital-sustainability-adoption-for-businesses-with-new-practical-resources,2026-02-04
싱가포르,MDDI,2-1. IT 솔루션 및 서비스,2026-01-22,ASME(Association of Small and Medium Enterprises) AI 페스티벌 아시아 2026에서 MOS Jasmin Lau의 개회사,Opening Address by MOS Jasmin Lau at the Association of Small and Medium Enterprises (ASME)’s AI Festival Asia 2026,https://www.mddi.gov.sg/newsroom/opening-address-by-mos-jasmin-lau-at-the-association-of-small-and-medium-enterprises--asme--s-ai-festival-asia-2026/,2026-02-04
아일랜드,DECC,기타 ICT 일반,2026-01-16,Smyth 장관은 AI가 생성한 비동의 친밀한 이미지에 관한 AI 자문위원회의 조언을 환영합니다.,Minister Smyth welcomes advice from AI Advisory Council regarding AI-generated non-consensual intimate images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/202601162.html,2026-02-04
아일랜드,DETE,기타 ICT 일반,2026-01-16,AI가 생성한 노골적인 이미지에 관한 X와의 만남 후 성명,Statement following meeting with X regarding AI generated explicit images,https://enterprise.gov.ie/en/news-and-events/department-news/2026/january/202616011.html,2026-02-04
영국,DBT,1-3. 산업 융합 및 미래 기술,2026-02-03,셀라필드에서 최초로 시험된 새로운 로봇 면봉 채취 기술,New robot swabbing technology trialled for the first time at Sellafield,https://www.gov.uk/government/news/new-robot-swabbing-technology-trialled-for-the-first-time-at-sellafield,2026-02-04
영국,DSIT,기타 ICT 일반,2025-01-08,학술 기술 승인 제도(ATAS),Academic Technology Approval Scheme (ATAS),https://www.gov.uk/guidance/academic-technology-approval-scheme,2026-02-04
오스트리아,BMF,기타 ICT 일반,2025-08-06,사이버보안 연구 Kybernet-Pass (K-PASS),Cybersecurity Research Kybernet-Pass (K-PASS),https://www.bmf.gv.at/en/topics/security-and-technology/Cybersecurity-Research-Kybernet-Pass-%28K-PASS%29.html,2026-02-04
이스라엘,Economy,2-3. 정책 및 거버넌스,2026-02-01,외교정책 및 공공외교 분과위원회,Subcommittee for Foreign Policy and Public Diplomacy,https://main.knesset.gov.il/en/apps/committees/3729,2026-02-04
이스라엘,IIA,기타 ICT 일반,2026-01-29,고용주 설문 조사에 따르면 AI는 하이테크에 깊이 내장되어 있지만 고용에 미치는 영향은 제한적입니다.,"Employer Survey Finds AI Deeply Embedded in High-tech, While Employment Impact Remains Limited",https://innovationisrael.org.il/en/press_release/employers-survey-report-2026/,2026-02-04
이스라엘,MoC,2-3. 정책 및 거버넌스,2025-11-23,통화정책 분석(요약),Analysis of Monetary Policy (Abstract),https://main.knesset.gov.il/EN/activity/mmm/Analysis%20of%20Monetary%20Policy%20(Abstract).pdf,2026-02-04
일본,METI,3-3. 플랫폼 및 권리,2026-01-30,번호 기관(일본측) 기관(사우디측) 제목 설명(가역),No. Entity (Japan side) Entity (Saudi side) Title Description (Provisional Translation),https://www.meti.go.jp/english/press/2026/pdf/0115_001a.pdf,2026-02-04
일본,MIC,기타 ICT 일반,2025-12-10,ICT × 일본,ICT × Japan,https://www.soumu.go.jp/main_sosiki/joho_tsusin/eng/newsletter/pdf/vol36/no11.pdf,2026-02-04
일본,디지털청,2-1. IT 솔루션 및 서비스,2024-03-07,일본 웹사이트 방문 |디지털 에이전시 서비스,Visit Japan Web | Digital Agency Services,https://services.digital.go.jp/en/visit-japan-web/,2026-02-04
중국,CAC,2-3. 정책 및 거버넌스,2025-12-04,디지털 거버넌스에 대한 중국-아세안 협력 심화를 위한 중국의 이니셔티브,China's Initiative on Deepening China-ASEAN Cooperation on Digital Governance,https://www.cac.gov.cn/2025-12/04/c_1766577618173846.htm,2026-02-04
캐나다,ISED,기타 ICT 일반,2026-02-02,캐나다의 다음 AI 전략에 대한 참여: 의견 요약,Engagements on Canada’s next AI Strategy: Summary of inputs,https://ised-isde.canada.ca/site/ised/en/public-consultations/engagements-canadas-next-ai-strategy-summary-inputs,2026-02-04
캐나다,TBS,기타 ICT 일반,2026-01-05,캐나다 글로벌 어페어(Global Affairs Canada),Global Affairs Canada,https://international.canada.ca/en/global-affairs,2026-02-04
프랑스,Bercy,기타 ICT 일반,2025-09-04,디지털 시대의 주목 경제,The Attention Economy in the Digital Age,https://www.tresor.economie.gouv.fr/Articles/2025/09/04/the-attention-economy-in-the-digital-age,2026-02-04
프랑스,DG Entreprises,2-3. 정책 및 거버넌스,2024-11-26,유럽의 산업 정책 도구인 유럽 공동 관심의 중요한 프로젝트,"Important Projects of Common European Interest, a European industrial policy tool",https://www.entreprises.gouv.fr/files/files/Publications/2024/themas/2024-themas-dge-n17-piiec-eng.pdf,2026-02-04
핀란드,LVM,2-3. 정책 및 거버넌스,2026-01-29,정부는 EU 디지털 규제를 단순화하려는 위원회의 목표를 지지합니다.,Government supports Commission’s objective to simplify EU digital regulation,https://lvm.fi/en/-/government-supports-commission-s-objective-to-simplify-eu-digital-regulation,2026-02-04
핀란드,MEE,1-3. 산업 융합 및 미래 기술,2025-04-24,전략: 양자 기술은 핀란드의 새로운 성장 원동력이자 지속 가능한 미래의 구축자입니다.,Strategy: quantum technology is Finland's new driver of growth and builder of a sustainable future,https://tem.fi/en/-/strategy-quantum-technology-is-finland-s-new-driver-of-growth-and-builder-of-a-sustainable-future,2026-02-04
호주,DISR,기타 ICT 일반,2026-01-22,AI와 내부 커뮤니케이션,AI and Internal Communication,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-and-internal-communication,2026-02-04
호주,DITRDCA,기타 ICT 일반,2026-01-16,디지털 연결 표시기 매핑 도구에 대해 의견을 보내주세요,Have your say on the digital connectivity indicators mapping tool,https://www.infrastructure.gov.au/department/media/news/have-your-say-digital-connectivity-indicators-mapping-tool,2026-02-04
