국가,기관,발행일,제목,원문,링크,수집일
사우디,MCIT,2025-08-18,AWS 공인 AI 실무자,AWS Certified AI Practitioner,https://futureskills.mcit.gov.sa/ar/group/12954,2026-02-04
사우디,MCIT,2026-01-27,"Al-Swaha, 나이지리아 통신협력부 장관과 디지털 경제 분야 논의",Al-Swaha Discusses with Nigerian Minister of Communications Cooperation in Field of Digital Economy,https://www.mcit.gov.sa/index.php/en/node/74221/translations,2026-02-04
스웨덴,Finance,2024-05-03,사이버 및 디지털 문제에 관한 스웨덴과 미국 간의 양자 대화,Bilateral dialogue between Sweden and the United States on cyber and digital issues,https://www.government.se/press-releases/2024/05/dialogue-between-sweden-and-the-united-states-on-cyber-and-digital-issues/,2026-02-04
스웨덴,Finance,2024-10-28,나이지리아 부통령의 스웨덴 방문에서 무역 파트너십 강화와 디지털 및 녹색 전환이 논의되었습니다.,Enhanced partnership in trade and the digital and green transition were discussed during Nigerian Vice President’s visit to Sweden,https://www.government.se/articles/2024/10/enhanced-partnership-in-trade-and-the-digital-and-green-transition-were-discussed-during-nigerian-vice-presidents-visit-to-sweden/,2026-02-04
스위스,OFCOM,2025-02-12,일체 포함,AI,https://www.bakom.admin.ch/en/ai-guidelines,2026-02-04
스위스,OFCOM,2025-10-10,fög(2024) 저널리즘에서의 AI 거버넌스,fög (2024) Governance of AI in journalism,https://www.bakom.admin.ch/dam/en/sd-web/DKkrNPrXu9nK/governance-von-ki-im-journalismus-zusammenfassung.pdf,2026-02-04
싱가포르,IMDA,2026-01-22,"IMDA, 새로운 실용적인 리소스로 기업의 디지털 지속 가능성 채택을 단순화",IMDA Simplifies Digital Sustainability Adoption for Businesses with New Practical Resources,https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2026/imda-simplifies-digital-sustainability-adoption-for-businesses-with-new-practical-resources,2026-02-04
싱가포르,IMDA,2026-01-22,"싱가포르, Agentic AI를 위한 새로운 모델 AI 거버넌스 프레임워크 출시",Singapore Launches New Model AI Governance Framework for Agentic AI,https://www.imda.gov.sg/resources/press-releases-factsheets-and-speeches/press-releases/2026/new-model-ai-governance-framework-for-agentic-ai,2026-02-04
싱가포르,MDDI,2025-12-01,유럽연합 제2차 회의 공동성명 – 싱가포르 디지털 파트너십 협의회,Joint Statement of the Second Meeting of the European Union – Singapore Digital Partnership Council,https://www.mddi.gov.sg/newsroom/joint-statement-of-the-second-meeting-of-the-european-union---singapore-digital-partnership-council,2026-02-04
싱가포르,MDDI,2026-01-22,중소기업협회(ASME) AI 페스티벌 아시아 2026에서 MOS Jasmin Lau의 개회사,Opening Address by MOS Jasmin Lau at the Association of Small and Medium Enterprises (ASME)’s AI Festival Asia 2026,https://www.mddi.gov.sg/newsroom/opening-address-by-mos-jasmin-lau-at-the-association-of-small-and-medium-enterprises--asme--s-ai-festival-asia-2026/,2026-02-04
영국,DSIT,2026-02-02,수석 디지털 보안 프로젝트 관리자,Senior Digital Security Project Manager,https://findajob.dwp.gov.uk/details/17820752,2026-02-04
영국,DSIT,2026-02-03,ICT 교사(공급),ICT Teachers (Supply),https://findajob.dwp.gov.uk/details/17826960,2026-02-04
이스라엘,IIA,2024-12-31,인공지능(AI) 연구를 가속화하기 위해 대형 모델을 교육하기 위한 실험실을 설립하고 제공합니다.,הקמת והנגשת מעבדה לאימון מודלים גדולים להאצת מחקרי בינה מלאכותית (AI),https://innovationisrael.org.il/event/gpu-cluster/,2026-02-04
이스라엘,IIA,2026-01-07,의료 분야의 획기적인 AI 기술을 위한 규제 샌드박스 요구,קול קורא לארגז חול רגולטורי לטכנולוגיות AI פורצות דרך בבריאות,https://innovationisrael.org.il/kol_kore/ai-in-health-sandbox/,2026-02-04
일본,METI,2025-09-11,Generative AI 기본 모델 개발 2차 결과물(모델/데이터 세트) 출시,生成AI基盤モデル開発 第2期 成果物(モデル・データセット)公開,https://www.meti.go.jp/policy/mono_info_service/geniac/selection_2/result_2/index.html,2026-02-04
일본,METI,2026-02-02,Sakana AI는 왜 유니콘이 되었나요?일본 딥테크의 혁신적 도전은 무엇일까…,Sakana AIはなぜユニコーンとなったのか。日本発ディープテックの革新的な挑戦とは…,https://journal.meti.go.jp/policy/202601/44028/,2026-02-04
일본,MIC,2026-01-26,ICT 서비스 이용환경 개선을 위한 연구회(9차 회의),ICTサービスの利用環境の整備に関する研究会（第9回）,https://www.soumu.go.jp/main_sosiki/kenkyu/ICT_services/02kiban18_02000466.html,2026-02-04
일본,MIC,2026-02-02,"보도 자료 | 노인 및 장애인을 위한 새로운 ICT 기기 연구개발 보조금 ""정보격차 해소를 위한 기술 연구개발 촉진 사업"" 적격사업 공모",報道資料｜高齢者・障害者向けの新たなICT機器等の研究開発に対する補助金 「デジタル・ディバイド解消のための技術等研究開発推進事業」 対象事業の公募,https://www.soumu.go.jp/menu_news/s-news/01ryutsu05_02000182.html,2026-02-04
일본,디지털청,2026-01-13,제2차 첨단AI 활용 자문위원,第2回先進的AI利活用アドバイザリーボード,https://www.digital.go.jp/councils/ai-advisory-board/eb376409-664f-4f47-8bc9-cc95447908e4,2026-02-04
일본,디지털청,2026-01-23,시코쿠 공동 창작 PF 캠프 - 지자체의 AI 사례 연구를 다른 곳에서 어떻게 활용할 수 있을까요?에디션을 개최했습니다,共創PFキャンプin四国～自治体のAI事例を他でも利用するには？編～を開催しました,https://www.digital.go.jp/news/7ebc54d1-2ee0-4fe2-a4c5-d597ca2a926d,2026-02-04
중국,CAC,2025-03-04,세계인터넷컨퍼런스 'AI 컴퓨팅 파워 개발' 특별 포럼이 스페인에서 개최됐다.,世界互联网大会“AI算力发展”专题论坛在西班牙举办,https://www.cac.gov.cn/2025-03/04/c_1742789888294380.htm,2026-02-04
중국,CAC,2025-03-18,전문가 해석｜라벨링부터 위조까지: AI 생성 합성 콘텐츠 거버넌스의 기술적 방어선과 사회적 공동 거버넌스,专家解读｜从标识到鉴伪：AI生成合成内容治理的技术防线与社会共治,https://www.cac.gov.cn/2025-03/18/c_1744000070320775.htm,2026-02-04
캐나다,ISED,2026-01-14,청소년 프로그램을 위한 디지털 기술,Digital Skills for Youth Program,https://ised-isde.canada.ca/site/ised/en/programs-and-initiatives/digital-skills-youth-program,2026-02-04
캐나다,ISED,2026-02-02,캐나다의 다음 AI 전략에 대한 참여: 의견 요약,Engagements on Canada’s next AI Strategy: Summary of inputs,https://ised-isde.canada.ca/site/ised/en/public-consultations/engagements-canadas-next-ai-strategy-summary-inputs,2026-02-04
프랑스,Bercy,2025-07-21,원조 및 세금 감면 혜택,Bénéficier d’aides et de réductions d’impôts,https://www.economie.gouv.fr/particuliers/gerer-mon-argent/beneficier-daides-et-de-reductions-dimpots,2026-02-04
프랑스,Bercy,2026-01-30,국가는 Bpifrance를 통해 Biogaran의 지분을 인수하여 프랑스에서 건강 주권과 고용을 제공합니다.,"L'État entre au capital de Biogaran via Bpifrance, au service de la souveraineté sanitaire et l'emploi en France",https://presse.economie.gouv.fr/?p=169694,2026-02-04
핀란드,LVM,2026-01-23,위원회는 새로운 EU 사이버 보안 규칙 및 디지털 네트워크법에 대한 제안을 제시합니다.,Commission presents proposals for new EU cybersecurity rules and Digital Networks Act,https://lvm.fi/en/-/commission-presents-proposals-for-new-eu-cybersecurity-rules-and-digital-networks-act?languageId=fi_FI,2026-02-04
핀란드,LVM,2026-01-29,정부는 EU 디지털 규제를 단순화하려는 위원회의 목표를 지지합니다.,Government supports Commission’s objective to simplify EU digital regulation,https://lvm.fi/en/-/government-supports-commission-s-objective-to-simplify-eu-digital-regulation?languageId=fi_FI,2026-02-04
핀란드,MEE,2024-09-11,질의응답: 2024년 9월 11일 인공지능 규제 이해관계자 회의,Kysymyksiä ja vastauksia: Tekoälyasetuksen sidosryhmätilaisuus 11.9.2024,https://tem.fi/documents/1410877/224244145/Teko%C3%A4lyasetuksen+kansallisen+t%C3%A4yt%C3%A4nt%C3%B6%C3%B6npanon+sidosryhm%C3%A4tilaisuus+11.9.2024.pdf/26a90ebf-16ca-3736-59be-26225b95ac1e/Teko%C3%A4lyasetuksen+kansallisen+t%C3%A4yt%C3%A4nt%C3%B6%C3%B6npanon+sidosryhm%C3%A4tilaisuus+11.9.2024.pdf?t=1729167133858,2026-02-04
핀란드,MEE,2024-12-10,핀란드의 디지털 혁신 허브가 만들어진 방법,How Finland’s Digital Innovation Hubs were created,https://tem.fi/en/how-finland-s-digital-innovation-hubs-were-created,2026-02-04
호주,DISR,2026-01-22,AI와 내부 커뮤니케이션,AI and Internal Communication,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-and-internal-communication,2026-02-04
호주,DISR,2026-01-22,AI PowerEd: 학교 서밋의 책임 있는 AI,AI PowerEd: Responsible AI in Schools Summit,https://www.industry.gov.au/national-artificial-intelligence-centre/ai-event-calendar/ai-powered-responsible-ai-schools-summit,2026-02-04
